"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"24.05.2006","5.587,23","5.637,34","5.653,99","5.552,02","","-1,61%"
"23.05.2006","5.678,49","5.556,82","5.703,34","5.556,82","","2,38%"
"22.05.2006","5.546,24","5.653,85","5.653,85","5.513,43","","-2,22%"
"19.05.2006","5.672,28","5.656,41","5.706,19","5.635,69","","0,11%"
"18.05.2006","5.666,07","5.672,36","5.714,63","5.587,92","","0,24%"
"17.05.2006","5.652,72","5.873,72","5.897,77","5.652,72","","-3,40%"
"16.05.2006","5.851,92","5.860,60","5.898,33","5.807,84","","-0,09%"
"15.05.2006","5.857,03","5.893,00","5.902,44","5.785,14","","-1,00%"
"12.05.2006","5.916,28","6.028,39","6.043,65","5.915,74","","-2,29%"
"11.05.2006","6.054,72","6.122,01","6.162,37","6.047,43","","-1,04%"
"10.05.2006","6.118,38","6.119,11","6.157,96","6.110,45","","-0,36%"
"09.05.2006","6.140,72","6.128,01","6.142,02","6.100,04","","0,21%"
"08.05.2006","6.127,98","6.126,96","6.153,47","6.118,98","","0,24%"
"05.05.2006","6.113,29","6.049,25","6.113,29","6.045,83","","1,22%"
"04.05.2006","6.039,32","5.980,49","6.040,70","5.968,68","","1,18%"
"03.05.2006","5.968,96","6.054,64","6.079,80","5.962,86","","-1,36%"
"02.05.2006","6.051,29","6.014,38","6.056,27","6.006,87","","0,69%"
"28.04.2006","6.009,89","6.061,50","6.061,50","6.003,91","","-0,95%"
"27.04.2006","6.067,74","6.104,28","6.113,08","6.021,27","","-0,64%"
"26.04.2006","6.107,12","6.089,82","6.121,95","6.081,95","","0,47%"
"25.04.2006","6.078,80","6.084,80","6.111,30","6.051,61","","0,00%"
"24.04.2006","6.079,09","6.058,75","6.094,83","6.034,86","","-0,26%"
"21.04.2006","6.094,75","6.070,86","6.108,69","6.069,38","","0,52%"
"20.04.2006","6.063,28","6.000,32","6.089,30","5.996,50","","1,16%"
"19.04.2006","5.993,76","5.935,41","5.996,60","5.935,41","","1,54%"
"18.04.2006","5.902,58","5.915,11","5.917,84","5.866,85","","-0,27%"
"13.04.2006","5.918,57","5.909,82","5.925,40","5.873,58","","0,29%"
"12.04.2006","5.901,25","5.907,91","5.917,28","5.860,50","","-0,12%"
"11.04.2006","5.908,47","6.000,11","6.000,76","5.895,04","","-1,58%"
"10.04.2006","6.003,40","5.951,08","6.004,71","5.943,12","","0,85%"
"07.04.2006","5.952,92","6.028,33","6.045,25","5.947,56","","-1,30%"
"06.04.2006","6.031,39","6.033,69","6.047,98","6.008,56","","0,04%"
"05.04.2006","6.029,20","6.013,89","6.035,67","5.995,77","","0,26%"
"04.04.2006","6.013,85","6.015,37","6.024,66","5.992,89","","-0,17%"
"03.04.2006","6.024,05","5.989,08","6.028,14","5.978,46","","0,90%"
"31.03.2006","5.970,08","5.972,03","5.993,90","5.942,88","","-0,24%"
"30.03.2006","5.984,19","5.943,47","5.993,45","5.936,31","","1,17%"
"29.03.2006","5.914,78","5.893,27","5.921,12","5.868,21","","0,41%"
"28.03.2006","5.890,63","5.914,65","5.940,59","5.863,07","","-0,37%"
"27.03.2006","5.912,26","5.972,15","5.976,63","5.910,89","","-1,02%"
"24.03.2006","5.973,14","5.956,35","5.977,06","5.941,24","","0,44%"
"23.03.2006","5.947,11","5.941,78","5.960,02","5.922,03","","0,25%"
"22.03.2006","5.932,31","5.883,09","5.949,15","5.859,52","","0,35%"
"21.03.2006","5.911,86","5.900,84","5.911,86","5.847,90","","0,15%"
"20.03.2006","5.902,79","5.895,78","5.932,46","5.884,33","","0,35%"
"17.03.2006","5.882,38","5.906,36","5.947,43","5.862,04","","-0,26%"
"16.03.2006","5.897,79","5.906,30","5.909,50","5.867,37","","-0,01%"
"15.03.2006","5.898,48","5.885,50","5.905,83","5.869,51","","0,47%"
"14.03.2006","5.870,88","5.841,43","5.870,88","5.823,63","","0,27%"
"13.03.2006","5.855,16","5.820,74","5.859,92","5.807,61","","0,87%"
"10.03.2006","5.804,92","5.715,30","5.804,95","5.708,79","","1,27%"
"09.03.2006","5.732,22","5.711,02","5.741,83","5.693,30","","1,04%"
"08.03.2006","5.673,36","5.745,38","5.763,27","5.664,19","","-1,15%"
"07.03.2006","5.739,28","5.732,54","5.750,85","5.698,06","","-0,26%"
"06.03.2006","5.754,06","5.742,07","5.768,98","5.726,59","","0,57%"
"03.03.2006","5.721,46","5.771,33","5.811,48","5.691,21","","-1,07%"
"02.03.2006","5.783,49","5.862,36","5.885,73","5.749,06","","-1,42%"
"01.03.2006","5.866,61","5.806,96","5.867,59","5.796,41","","1,22%"
"28.02.2006","5.796,04","5.908,58","5.916,80","5.791,90","","-2,01%"
"27.02.2006","5.915,15","5.888,81","5.915,93","5.871,75","","0,76%"
"24.02.2006","5.870,79","5.856,73","5.873,10","5.840,60","","0,22%"
"23.02.2006","5.857,88","5.868,12","5.884,22","5.820,35","","-0,07%"
"22.02.2006","5.862,06","5.793,46","5.862,06","5.783,35","","1,05%"
"21.02.2006","5.801,04","5.798,89","5.850,47","5.780,99","","0,12%"
"20.02.2006","5.793,95","5.795,68","5.802,72","5.766,99","","-0,03%"
"17.02.2006","5.795,48","5.784,64","5.812,69","5.773,52","","0,11%"
"16.02.2006","5.789,25","5.786,16","5.796,79","5.757,25","","0,43%"
"15.02.2006","5.764,37","5.766,60","5.790,27","5.744,96","","0,02%"
"14.02.2006","5.763,40","5.759,66","5.786,69","5.717,44","","0,12%"
"13.02.2006","5.756,33","5.699,44","5.756,33","5.683,88","","0,96%"
"10.02.2006","5.701,47","5.730,09","5.745,49","5.696,02","","-0,73%"
"09.02.2006","5.743,68","5.694,46","5.743,68","5.694,46","","1,36%"
"08.02.2006","5.666,41","5.627,75","5.675,56","5.598,05","","-0,11%"
"07.02.2006","5.672,92","5.680,01","5.699,35","5.630,11","","0,11%"
"06.02.2006","5.666,78","5.667,18","5.702,76","5.649,28","","0,17%"
"03.02.2006","5.657,12","5.662,69","5.686,44","5.614,29","","0,13%"
"02.02.2006","5.649,60","5.738,50","5.760,63","5.644,11","","-1,34%"
"01.02.2006","5.726,53","5.662,05","5.733,56","5.643,40","","0,92%"
"31.01.2006","5.674,15","5.667,70","5.697,01","5.635,81","","0,25%"
"30.01.2006","5.660,03","5.636,24","5.670,39","5.619,07","","0,22%"
"27.01.2006","5.647,42","5.586,48","5.650,95","5.585,37","","1,78%"
"26.01.2006","5.548,91","5.433,05","5.549,08","5.422,26","","2,24%"
"25.01.2006","5.427,09","5.346,36","5.430,09","5.339,01","","1,74%"
"24.01.2006","5.334,30","5.350,77","5.369,58","5.321,27","","-0,27%"
"23.01.2006","5.348,72","5.311,90","5.350,24","5.290,49","","-0,01%"
"20.01.2006","5.349,02","5.433,69","5.447,37","5.344,52","","-1,51%"
"19.01.2006","5.430,84","5.411,34","5.438,91","5.410,29","","0,65%"
"18.01.2006","5.395,61","5.419,18","5.426,82","5.363,64","","-1,18%"
"17.01.2006","5.460,16","5.481,86","5.481,86","5.448,87","","-0,99%"
"16.01.2006","5.514,64","5.464,98","5.515,26","5.462,54","","0,58%"
"13.01.2006","5.483,09","5.531,73","5.531,73","5.463,78","","-1,07%"
"12.01.2006","5.542,13","5.533,25","5.553,48","5.516,24","","0,17%"
"11.01.2006","5.532,89","5.524,20","5.537,48","5.515,67","","0,69%"
"10.01.2006","5.494,71","5.528,06","5.528,28","5.482,18","","-0,77%"
"09.01.2006","5.537,11","5.543,34","5.553,55","5.532,84","","0,01%"
"06.01.2006","5.536,32","5.521,52","5.537,58","5.507,92","","0,36%"
"05.01.2006","5.516,53","5.521,86","5.526,41","5.502,25","","-0,13%"
"04.01.2006","5.523,62","5.494,46","5.523,67","5.477,60","","1,15%"
"03.01.2006","5.460,68","5.451,34","5.496,46","5.440,74","","0,20%"
"02.01.2006","5.449,98","5.410,24","5.451,57","5.409,28","","0,77%"
"30.12.2005","5.408,26","5.446,79","5.446,79","5.385,07","","-0,92%"
"29.12.2005","5.458,58","5.464,00","5.469,96","5.447,13","","0,21%"
"28.12.2005","5.447,15","5.437,28","5.460,39","5.432,30","","0,04%"
"27.12.2005","5.444,84","5.422,07","5.454,51","5.419,55","","0,48%"
"23.12.2005","5.419,05","5.410,09","5.425,62","5.405,92","","0,38%"
"22.12.2005","5.398,28","5.390,01","5.403,13","5.387,46","","0,02%"
"21.12.2005","5.397,23","5.367,81","5.400,33","5.367,68","","0,76%"
"20.12.2005","5.356,60","5.331,82","5.365,60","5.322,83","","0,12%"
"19.12.2005","5.350,18","5.342,93","5.357,67","5.336,27","","-0,07%"
"16.12.2005","5.353,66","5.303,32","5.356,67","5.302,68","","1,09%"
"15.12.2005","5.295,82","5.294,86","5.304,57","5.279,33","","0,17%"
"14.12.2005","5.286,76","5.315,16","5.321,11","5.274,97","","-0,44%"
"13.12.2005","5.310,28","5.305,66","5.313,20","5.285,67","","0,17%"
"12.12.2005","5.301,21","5.316,46","5.331,06","5.290,91","","0,36%"
"09.12.2005","5.282,13","5.268,28","5.294,38","5.262,04","","-0,09%"
"08.12.2005","5.286,75","5.230,83","5.286,75","5.222,24","","0,38%"
"07.12.2005","5.266,75","5.292,50","5.308,79","5.248,73","","-0,64%"
"06.12.2005","5.300,85","5.271,35","5.309,93","5.267,71","","0,65%"
"05.12.2005","5.266,86","5.303,92","5.306,09","5.251,86","","-0,77%"
"02.12.2005","5.307,99","5.292,20","5.307,99","5.275,30","","0,79%"
"01.12.2005","5.266,55","5.210,54","5.266,62","5.208,49","","1,41%"
"30.11.2005","5.193,40","5.183,78","5.209,56","5.166,39","","-0,12%"
"29.11.2005","5.199,48","5.167,37","5.218,43","5.155,34","","0,44%"
"28.11.2005","5.176,59","5.218,28","5.241,00","5.167,91","","-0,34%"
"25.11.2005","5.194,27","5.186,91","5.194,31","5.178,65","","0,12%"
"24.11.2005","5.187,98","5.193,15","5.204,14","5.171,56","","-0,16%"
"23.11.2005","5.196,08","5.194,55","5.203,38","5.172,79","","0,41%"
"22.11.2005","5.174,72","5.178,96","5.182,73","5.161,35","","0,08%"
"21.11.2005","5.170,61","5.140,35","5.179,55","5.127,07","","0,92%"
"18.11.2005","5.123,50","5.129,12","5.162,51","5.108,93","","0,47%"
"17.11.2005","5.099,72","5.097,67","5.130,21","5.089,67","","0,36%"
"16.11.2005","5.081,46","5.108,06","5.114,66","5.063,86","","-0,57%"
"15.11.2005","5.110,61","5.082,38","5.115,65","5.074,48","","0,36%"
"14.11.2005","5.092,43","5.083,27","5.106,98","5.075,63","","0,03%"
"11.11.2005","5.090,75","5.046,23","5.092,80","5.046,23","","1,50%"
"10.11.2005","5.015,55","5.024,06","5.047,84","5.003,11","","0,08%"
"09.11.2005","5.011,38","5.018,25","5.031,87","4.999,12","","0,05%"
"08.11.2005","5.008,83","5.033,43","5.047,51","4.993,67","","-0,31%"
"07.11.2005","5.024,20","4.994,54","5.033,99","4.983,75","","0,58%"
"04.11.2005","4.995,24","5.004,28","5.013,95","4.976,29","","-0,31%"
"03.11.2005","5.011,00","4.973,04","5.013,75","4.966,33","","1,13%"
"02.11.2005","4.954,83","4.921,11","4.954,83","4.891,62","","0,66%"
"01.11.2005","4.922,55","4.922,91","4.938,39","4.907,69","","-0,13%"
"31.10.2005","4.929,07","4.854,59","4.930,92","4.854,59","","2,14%"
"28.10.2005","4.825,64","4.802,66","4.835,49","4.762,75","","0,41%"
"27.10.2005","4.806,05","4.878,35","4.878,35","4.793,10","","-1,93%"
"26.10.2005","4.900,79","4.877,03","4.914,94","4.866,57","","0,57%"
"25.10.2005","4.872,97","4.918,04","4.930,89","4.871,89","","-0,59%"
"24.10.2005","4.901,79","4.838,25","4.905,46","4.836,41","","1,31%"
"21.10.2005","4.838,40","4.846,80","4.870,81","4.831,75","","-0,53%"
"20.10.2005","4.864,25","4.903,98","4.931,95","4.852,56","","0,38%"
"19.10.2005","4.845,98","4.902,22","4.902,22","4.825,96","","-2,05%"
"18.10.2005","4.947,18","4.982,30","4.993,19","4.943,19","","-0,64%"
"17.10.2005","4.978,83","4.987,66","4.999,00","4.965,63","","0,07%"
"14.10.2005","4.975,56","4.954,37","4.988,50","4.933,16","","0,51%"
"13.10.2005","4.950,07","4.977,74","4.993,58","4.929,11","","-0,64%"
"12.10.2005","4.981,77","5.005,25","5.017,87","4.955,82","","-1,01%"
"11.10.2005","5.032,46","5.020,30","5.065,17","5.020,30","","0,19%"
"10.10.2005","5.022,79","5.027,28","5.057,13","5.006,57","","0,30%"
"07.10.2005","5.007,77","5.004,13","5.032,66","4.984,45","","-0,19%"
"06.10.2005","5.017,27","5.037,50","5.037,50","4.980,62","","-1,03%"
"05.10.2005","5.069,42","5.111,66","5.111,66","5.067,21","","-1,34%"
"04.10.2005","5.138,02","5.084,70","5.138,02","5.064,80","","1,10%"
"03.10.2005","5.082,07","5.060,99","5.083,56","5.050,22","","0,75%"
"30.09.2005","5.044,12","5.055,86","5.061,84","5.021,14","","0,46%"
"29.09.2005","5.021,17","5.050,87","5.059,86","5.003,98","","-0,55%"
"28.09.2005","5.048,74","4.983,64","5.052,35","4.983,64","","1,67%"
"27.09.2005","4.965,88","4.979,84","4.992,63","4.957,29","","-0,65%"
"26.09.2005","4.998,16","4.938,18","5.000,17","4.938,18","","2,37%"
"23.09.2005","4.882,58","4.867,04","4.887,46","4.855,58","","0,69%"
"22.09.2005","4.849,01","4.857,51","4.872,53","4.827,86","","-0,54%"
"21.09.2005","4.875,22","4.933,56","4.933,56","4.870,70","","-1,77%"
"20.09.2005","4.962,86","4.934,03","4.967,31","4.927,98","","0,75%"
"19.09.2005","4.926,13","4.928,14","4.948,90","4.872,64","","-1,21%"
"16.09.2005","4.986,50","4.913,74","5.001,79","4.911,74","","1,64%"
"15.09.2005","4.905,98","4.903,85","4.925,21","4.888,79","","-0,11%"
"14.09.2005","4.911,17","4.906,91","4.934,61","4.888,03","","0,19%"
"13.09.2005","4.901,88","4.989,72","4.993,30","4.899,32","","-1,77%"
"12.09.2005","4.989,98","5.028,49","5.035,39","4.979,85","","-0,32%"
"09.09.2005","5.005,93","4.999,11","5.020,47","4.971,24","","0,26%"
"08.09.2005","4.992,75","4.990,06","4.999,42","4.967,96","","0,09%"
"07.09.2005","4.988,14","4.977,92","5.004,23","4.967,68","","0,40%"
"06.09.2005","4.968,28","4.903,39","4.969,42","4.901,90","","1,19%"
"05.09.2005","4.909,89","4.853,60","4.909,89","4.850,53","","1,49%"
"02.09.2005","4.837,81","4.841,38","4.861,93","4.819,10","","-0,11%"
"01.09.2005","4.842,94","4.846,66","4.874,89","4.816,67","","0,27%"
"31.08.2005","4.829,69","4.795,30","4.834,90","4.791,47","","0,79%"
"30.08.2005","4.791,72","4.828,07","4.837,23","4.784,57","","-0,43%"
"29.08.2005","4.812,24","4.756,68","4.815,98","4.726,33","","0,59%"
"26.08.2005","4.783,80","4.860,21","4.878,92","4.783,80","","-1,49%"
"25.08.2005","4.856,01","4.886,35","4.886,35","4.847,90","","-1,22%"
"24.08.2005","4.915,95","4.907,16","4.920,85","4.874,52","","-0,04%"
"23.08.2005","4.917,74","4.925,36","4.931,74","4.897,14","","-0,48%"
"22.08.2005","4.941,69","4.933,74","4.954,41","4.929,19","","0,24%"
"19.08.2005","4.929,91","4.854,89","4.930,83","4.851,88","","1,62%"
"18.08.2005","4.851,27","4.876,60","4.884,14","4.834,16","","-0,41%"
"17.08.2005","4.871,46","4.872,33","4.881,30","4.841,34","","-0,25%"
"16.08.2005","4.883,81","4.939,73","4.953,46","4.875,92","","-0,78%"
"15.08.2005","4.922,34","4.935,22","4.951,33","4.916,09","","-0,30%"
"12.08.2005","4.937,33","4.969,24","4.972,73","4.929,78","","-0,34%"
"11.08.2005","4.953,93","4.966,64","4.981,11","4.938,15","","-0,73%"
"10.08.2005","4.990,57","4.920,77","4.990,57","4.920,77","","1,65%"
"09.08.2005","4.909,48","4.835,83","4.909,48","4.835,35","","1,48%"
"08.08.2005","4.837,86","4.837,05","4.862,27","4.827,30","","0,22%"
"05.08.2005","4.827,18","4.856,63","4.868,20","4.827,18","","-0,96%"
"04.08.2005","4.874,06","4.922,59","4.930,40","4.870,43","","-1,00%"
"03.08.2005","4.923,12","4.930,41","4.934,94","4.901,51","","-0,20%"
"02.08.2005","4.932,87","4.894,46","4.933,40","4.894,22","","0,86%"
"01.08.2005","4.890,85","4.882,39","4.912,39","4.878,17","","0,09%"
"29.07.2005","4.886,50","4.896,46","4.913,02","4.874,78","","-0,12%"
"28.07.2005","4.892,50","4.870,07","4.900,29","4.859,94","","0,77%"
"27.07.2005","4.855,35","4.844,06","4.858,64","4.839,77","","0,24%"
"26.07.2005","4.843,49","4.835,79","4.858,24","4.827,89","","0,02%"
"25.07.2005","4.842,70","4.843,69","4.853,03","4.819,42","","0,12%"
"22.07.2005","4.836,90","4.826,15","4.852,36","4.815,41","","0,15%"
"21.07.2005","4.829,87","4.803,77","4.865,72","4.803,29","","0,95%"
"20.07.2005","4.784,50","4.759,51","4.785,92","4.757,56","","0,29%"
"19.07.2005","4.770,54","4.725,72","4.770,54","4.719,29","","1,08%"
"18.07.2005","4.719,57","4.717,59","4.732,70","4.705,29","","0,14%"
"15.07.2005","4.712,90","4.702,00","4.723,65","4.691,20","","0,29%"
"14.07.2005","4.699,27","4.686,80","4.715,47","4.686,80","","0,41%"
"13.07.2005","4.679,89","4.656,91","4.682,82","4.655,92","","0,58%"
"12.07.2005","4.653,03","4.661,77","4.666,08","4.637,62","","-0,22%"
"11.07.2005","4.663,38","4.616,36","4.663,38","4.616,36","","1,42%"
"08.07.2005","4.597,97","4.560,43","4.597,97","4.559,57","","1,50%"
"07.07.2005","4.530,18","4.595,23","4.595,23","4.444,94","","-1,85%"
"06.07.2005","4.615,49","4.607,57","4.636,96","4.607,57","","0,26%"
"05.07.2005","4.603,65","4.621,42","4.624,08","4.578,08","","-0,43%"
"04.07.2005","4.623,41","4.620,86","4.627,35","4.610,31","","0,14%"
"01.07.2005","4.617,07","4.584,44","4.623,80","4.579,51","","0,67%"
"30.06.2005","4.586,28","4.577,56","4.607,21","4.576,03","","0,06%"
"29.06.2005","4.583,63","4.569,29","4.597,16","4.560,08","","0,57%"
"28.06.2005","4.557,46","4.530,79","4.557,46","4.528,42","","0,74%"
"27.06.2005","4.523,82","4.547,27","4.547,27","4.517,44","","-0,93%"
"24.06.2005","4.566,48","4.602,35","4.602,35","4.561,37","","-1,32%"
"23.06.2005","4.627,48","4.624,79","4.637,34","4.604,19","","0,17%"
"22.06.2005","4.619,60","4.610,41","4.635,71","4.599,17","","0,25%"
"21.06.2005","4.608,11","4.600,15","4.615,87","4.594,98","","0,46%"
"20.06.2005","4.586,86","4.601,99","4.603,10","4.560,49","","-0,38%"
"17.06.2005","4.604,57","4.588,20","4.623,58","4.585,03","","0,54%"
"16.06.2005","4.579,87","4.563,75","4.585,79","4.554,42","","0,69%"
"15.06.2005","4.548,42","4.601,47","4.608,29","4.537,91","","-0,94%"
"14.06.2005","4.591,69","4.593,81","4.598,81","4.579,32","","-0,16%"
"13.06.2005","4.599,21","4.597,33","4.604,25","4.567,09","","0,29%"
"10.06.2005","4.586,10","4.580,91","4.601,05","4.571,32","","0,51%"
"09.06.2005","4.562,75","4.550,92","4.568,20","4.535,51","","0,12%"
"08.06.2005","4.557,29","4.552,09","4.567,13","4.543,75","","-0,19%"
"07.06.2005","4.566,01","4.507,61","4.570,43","4.507,61","","1,53%"
"06.06.2005","4.497,26","4.514,59","4.521,89","4.490,12","","-0,29%"
"03.06.2005","4.510,39","4.544,73","4.551,89","4.501,17","","-0,48%"
"02.06.2005","4.532,17","4.521,71","4.542,83","4.515,04","","0,11%"
"01.06.2005","4.527,17","4.467,32","4.530,07","4.467,04","","1,49%"
"31.05.2005","4.460,63","4.480,00","4.480,68","4.459,20","","-0,44%"
"30.05.2005","4.480,43","4.445,21","4.482,02","4.440,36","","0,80%"
"27.05.2005","4.444,71","4.442,66","4.453,01","4.431,59","","0,18%"
"26.05.2005","4.436,60","4.391,58","4.442,94","4.389,29","","1,07%"
"25.05.2005","4.389,54","4.393,43","4.404,56","4.377,32","","-0,16%"
"24.05.2005","4.396,64","4.412,42","4.413,59","4.382,91","","-0,23%"
"23.05.2005","4.406,95","4.383,02","4.410,73","4.374,49","","1,06%"
"20.05.2005","4.360,68","4.358,66","4.379,57","4.351,33","","0,01%"
"19.05.2005","4.360,42","4.338,17","4.364,41","4.337,53","","0,83%"
"18.05.2005","4.324,60","4.273,99","4.326,21","4.268,63","","1,71%"
"17.05.2005","4.251,77","4.274,29","4.276,93","4.232,67","","-0,24%"
"16.05.2005","4.262,18","4.266,82","4.273,88","4.251,99","","-0,32%"
"13.05.2005","4.275,70","4.255,62","4.275,81","4.241,67","","0,20%"
"12.05.2005","4.267,05","4.265,22","4.280,69","4.255,38","","0,54%"
"11.05.2005","4.244,16","4.246,88","4.273,28","4.232,40","","-0,16%"
"10.05.2005","4.251,13","4.299,64","4.306,18","4.245,26","","-0,96%"
"09.05.2005","4.292,41","4.305,69","4.306,32","4.277,64","","-0,43%"
"06.05.2005","4.311,06","4.297,14","4.314,98","4.276,16","","0,27%"
"05.05.2005","4.299,51","4.271,03","4.306,15","4.271,03","","0,82%"
"04.05.2005","4.264,35","4.249,19","4.264,80","4.225,21","","0,44%"
"03.05.2005","4.245,54","4.229,99","4.245,67","4.218,06","","0,51%"
"02.05.2005","4.224,02","4.208,63","4.235,64","4.205,05","","0,94%"
"29.04.2005","4.184,84","4.163,23","4.208,32","4.159,66","","0,16%"
"28.04.2005","4.178,10","4.204,72","4.215,35","4.159,87","","-0,26%"
"27.04.2005","4.189,02","4.219,65","4.219,65","4.157,51","","-1,06%"
"26.04.2005","4.233,76","4.247,05","4.247,47","4.209,95","","-0,31%"
"25.04.2005","4.246,96","4.214,97","4.249,86","4.204,93","","0,57%"
"22.04.2005","4.223,04","4.210,18","4.235,40","4.208,75","","0,70%"
"21.04.2005","4.193,70","4.160,26","4.210,82","4.159,95","","0,36%"
"20.04.2005","4.178,62","4.215,19","4.224,21","4.166,53","","-0,62%"
"19.04.2005","4.204,61","4.211,26","4.225,56","4.192,33","","0,06%"
"18.04.2005","4.202,20","4.266,27","4.266,27","4.182,86","","-2,55%"
"15.04.2005","4.312,25","4.381,45","4.384,51","4.309,25","","-2,04%"
"14.04.2005","4.402,05","4.385,61","4.422,88","4.380,87","","-0,08%"
"13.04.2005","4.405,69","4.395,34","4.410,95","4.393,06","","0,77%"
"12.04.2005","4.372,12","4.395,88","4.401,80","4.366,25","","-0,55%"
"11.04.2005","4.396,09","4.388,81","4.406,11","4.380,48","","-0,10%"
"08.04.2005","4.400,68","4.399,44","4.413,24","4.393,43","","0,25%"
"07.04.2005","4.389,52","4.368,35","4.394,18","4.354,78","","0,24%"
"06.04.2005","4.379,18","4.373,16","4.379,18","4.360,81","","0,38%"
"05.04.2005","4.362,61","4.356,62","4.366,71","4.352,85","","0,49%"
"04.04.2005","4.341,39","4.355,84","4.357,97","4.323,24","","-0,73%"
"01.04.2005","4.373,53","4.348,03","4.393,20","4.347,53","","0,57%"
"31.03.2005","4.348,77","4.369,27","4.376,27","4.344,63","","0,03%"
"30.03.2005","4.347,52","4.325,97","4.347,52","4.320,01","","-0,10%"
"29.03.2005","4.351,89","4.331,96","4.352,15","4.308,92","","0,19%"
"24.03.2005","4.343,60","4.325,24","4.347,72","4.315,73","","0,61%"
"23.03.2005","4.317,20","4.291,38","4.325,20","4.275,55","","-0,08%"
"22.03.2005","4.320,69","4.301,24","4.323,96","4.281,75","","0,57%"
"21.03.2005","4.296,36","4.322,47","4.336,81","4.295,39","","-0,71%"
"18.03.2005","4.327,18","4.316,93","4.339,50","4.310,46","","0,26%"
"17.03.2005","4.315,92","4.307,73","4.322,82","4.295,70","","0,16%"
"16.03.2005","4.309,11","4.378,96","4.384,77","4.301,38","","-1,79%"
"15.03.2005","4.387,69","4.370,38","4.392,17","4.369,84","","0,47%"
"14.03.2005","4.367,30","4.353,73","4.371,28","4.340,02","","0,16%"
"11.03.2005","4.360,49","4.359,93","4.379,94","4.353,56","","0,53%"
"10.03.2005","4.337,68","4.358,29","4.365,41","4.330,21","","-0,87%"
"09.03.2005","4.375,60","4.395,24","4.428,54","4.365,23","","-0,48%"
"08.03.2005","4.396,50","4.417,11","4.422,89","4.388,11","","-0,71%"
"07.03.2005","4.428,09","4.424,77","4.435,31","4.417,56","","0,10%"
"04.03.2005","4.423,52","4.380,73","4.424,28","4.373,30","","1,15%"
"03.03.2005","4.373,27","4.378,72","4.399,88","4.371,65","","-0,46%"
"02.03.2005","4.393,43","4.374,95","4.396,67","4.363,86","","0,22%"
"01.03.2005","4.383,62","4.345,24","4.388,42","4.335,04","","0,76%"
"28.02.2005","4.350,49","4.360,34","4.375,80","4.346,24","","0,04%"
"25.02.2005","4.348,64","4.327,70","4.352,16","4.327,10","","1,03%"
"24.02.2005","4.304,29","4.304,74","4.311,68","4.288,62","","-0,15%"
"23.02.2005","4.310,66","4.293,65","4.310,66","4.276,01","","-0,29%"
"22.02.2005","4.323,21","4.347,30","4.350,10","4.304,55","","-0,69%"
"21.02.2005","4.353,34","4.363,21","4.373,15","4.342,21","","-0,14%"
"18.02.2005","4.359,47","4.363,47","4.387,48","4.351,02","","-0,23%"
"17.02.2005","4.369,68","4.370,32","4.387,90","4.359,63","","0,02%"
"16.02.2005","4.368,77","4.392,79","4.392,79","4.348,66","","-0,76%"
"15.02.2005","4.402,03","4.386,33","4.409,09","4.377,30","","0,36%"
"14.02.2005","4.386,40","4.395,37","4.398,79","4.372,52","","-0,03%"
"11.02.2005","4.387,80","4.355,22","4.391,79","4.355,22","","1,05%"
"10.02.2005","4.342,01","4.362,54","4.367,91","4.338,96","","-0,26%"
"09.02.2005","4.353,15","4.373,48","4.387,22","4.344,46","","-0,42%"
"08.02.2005","4.371,39","4.369,07","4.376,60","4.356,45","","0,12%"
"07.02.2005","4.366,35","4.342,75","4.373,90","4.342,75","","0,62%"
"04.02.2005","4.339,28","4.295,39","4.340,27","4.295,25","","1,35%"
"03.02.2005","4.281,64","4.297,16","4.302,40","4.273,42","","-0,34%"
"02.02.2005","4.296,31","4.282,55","4.300,05","4.279,90","","0,38%"
"01.02.2005","4.279,97","4.256,65","4.281,05","4.249,69","","0,59%"
"31.01.2005","4.254,85","4.211,86","4.258,41","4.211,86","","1,26%"
"28.01.2005","4.201,81","4.225,36","4.235,34","4.188,21","","-0,35%"
"27.01.2005","4.216,41","4.209,93","4.224,30","4.185,63","","0,05%"
"26.01.2005","4.214,12","4.235,80","4.245,08","4.211,61","","-0,47%"
"25.01.2005","4.233,95","4.193,54","4.241,34","4.189,51","","0,76%"
"24.01.2005","4.201,89","4.195,37","4.201,89","4.160,83","","-0,28%"
"21.01.2005","4.213,70","4.213,28","4.221,83","4.198,34","","-0,16%"
"20.01.2005","4.220,43","4.230,74","4.230,74","4.198,94","","-0,59%"
"19.01.2005","4.245,55","4.259,67","4.269,73","4.241,04","","-0,12%"
"18.01.2005","4.250,71","4.239,54","4.256,22","4.207,74","","0,12%"
"17.01.2005","4.245,51","4.235,94","4.254,38","4.235,94","","0,31%"
"14.01.2005","4.232,36","4.191,14","4.236,09","4.191,14","","0,48%"
"13.01.2005","4.212,14","4.218,21","4.234,09","4.200,62","","0,08%"
"12.01.2005","4.208,82","4.257,64","4.258,34","4.193,24","","-1,16%"
"11.01.2005","4.258,01","4.305,86","4.314,38","4.247,78","","-1,15%"
"10.01.2005","4.307,37","4.311,86","4.324,38","4.291,25","","-0,21%"
"07.01.2005","4.316,40","4.297,99","4.325,77","4.288,26","","0,36%"
"06.01.2005","4.300,94","4.260,37","4.300,99","4.260,37","","1,00%"
