"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"23.06.1998","5.748,34","5.664,55","5.751,89","5.659,23","","1,77%"
"22.06.1998","5.648,11","5.652,56","5.688,24","5.609,53","","0,07%"
"19.06.1998","5.644,22","5.718,98","5.730,54","5.634,15","","-0,80%"
"18.06.1998","5.689,89","5.777,70","5.811,70","5.680,75","","-0,92%"
"17.06.1998","5.742,83","5.662,38","5.743,14","5.662,38","","2,15%"
"16.06.1998","5.621,71","5.535,96","5.632,40","5.523,85","","0,73%"
"15.06.1998","5.581,24","5.635,39","5.668,05","5.511,27","","-0,89%"
"12.06.1998","5.631,34","5.741,09","5.741,09","5.623,35","","-2,89%"
"10.06.1998","5.799,22","5.758,02","5.810,02","5.707,47","","0,44%"
"09.06.1998","5.773,77","5.789,13","5.789,44","5.740,94","","-0,23%"
"08.06.1998","5.787,05","5.761,96","5.796,19","5.757,63","","1,09%"
"05.06.1998","5.724,75","5.648,73","5.726,13","5.644,81","","2,13%"
"04.06.1998","5.605,38","5.628,54","5.628,54","5.569,41","","-0,62%"
"03.06.1998","5.640,42","5.575,97","5.641,07","5.572,59","","1,01%"
"02.06.1998","5.583,83","5.542,55","5.613,83","5.495,11","","0,48%"
"29.05.1998","5.556,99","5.543,74","5.591,44","5.534,15","","0,90%"
"28.05.1998","5.507,36","5.532,30","5.579,20","5.470,60","","0,74%"
"27.05.1998","5.466,88","5.580,79","5.580,79","5.451,46","","-3,07%"
"26.05.1998","5.639,89","5.614,43","5.671,52","5.612,74","","0,85%"
"25.05.1998","5.592,46","5.548,33","5.597,43","5.547,82","","1,13%"
"22.05.1998","5.530,19","5.520,34","5.577,35","5.506,77","","0,28%"
"20.05.1998","5.514,51","5.447,24","5.533,40","5.434,59","","1,35%"
"19.05.1998","5.441,00","5.374,07","5.446,03","5.370,94","","1,82%"
"18.05.1998","5.343,66","5.384,03","5.388,73","5.329,09","","-1,30%"
"15.05.1998","5.414,31","5.385,91","5.429,11","5.374,97","","0,75%"
"14.05.1998","5.374,11","5.400,29","5.410,78","5.322,27","","0,04%"
"13.05.1998","5.371,99","5.340,10","5.413,93","5.328,98","","1,21%"
"12.05.1998","5.307,82","5.296,12","5.320,61","5.266,70","","-0,77%"
"11.05.1998","5.348,75","5.310,53","5.351,78","5.297,62","","1,48%"
"08.05.1998","5.270,61","5.184,82","5.289,09","5.178,44","","2,05%"
"07.05.1998","5.164,89","5.277,55","5.277,55","5.160,13","","-1,89%"
"06.05.1998","5.264,62","5.230,94","5.297,64","5.189,18","","0,74%"
"05.05.1998","5.226,20","5.337,50","5.337,50","5.210,31","","-2,09%"
"04.05.1998","5.337,75","5.264,25","5.357,47","5.259,43","","1,84%"
"30.04.1998","5.241,23","5.102,09","5.269,10","5.082,14","","3,10%"
"29.04.1998","5.083,80","5.129,21","5.153,18","5.051,23","","-0,53%"
"28.04.1998","5.110,88","5.027,92","5.114,37","5.009,92","","2,16%"
"27.04.1998","5.002,71","5.121,14","5.155,63","4.992,12","","-2,75%"
"24.04.1998","5.144,42","5.249,54","5.254,78","5.136,73","","-2,25%"
"23.04.1998","5.262,57","5.333,24","5.341,71","5.215,17","","-0,94%"
"22.04.1998","5.312,28","5.386,82","5.425,85","5.297,48","","-1,14%"
"21.04.1998","5.373,80","5.419,87","5.420,92","5.337,46","","-0,63%"
"20.04.1998","5.407,93","5.372,84","5.436,77","5.372,84","","1,53%"
"17.04.1998","5.326,63","5.276,05","5.333,58","5.243,26","","0,64%"
"16.04.1998","5.292,97","5.381,50","5.398,46","5.268,86","","-1,24%"
"15.04.1998","5.359,24","5.390,02","5.409,23","5.343,46","","-0,16%"
"14.04.1998","5.367,98","5.350,16","5.409,82","5.301,57","","1,05%"
"09.04.1998","5.312,25","5.234,77","5.322,30","5.233,83","","0,85%"
"08.04.1998","5.267,35","5.316,57","5.323,32","5.241,05","","-0,80%"
"07.04.1998","5.309,67","5.353,64","5.359,68","5.283,37","","-0,68%"
"06.04.1998","5.345,89","5.246,43","5.346,84","5.238,27","","1,74%"
"03.04.1998","5.254,32","5.210,22","5.256,58","5.206,71","","1,45%"
"02.04.1998","5.179,04","5.153,95","5.192,30","5.145,82","","0,85%"
"01.04.1998","5.135,35","5.084,12","5.170,29","5.079,68","","0,75%"
"31.03.1998","5.097,25","5.092,36","5.106,50","5.037,87","","0,54%"
"30.03.1998","5.069,89","5.059,29","5.080,28","4.994,52","","0,06%"
"27.03.1998","5.066,90","5.020,19","5.100,80","5.008,57","","0,75%"
"26.03.1998","5.029,00","5.105,31","5.105,47","4.996,39","","-1,66%"
"25.03.1998","5.114,13","5.096,61","5.136,79","5.079,78","","0,98%"
"24.03.1998","5.064,35","4.991,55","5.065,29","4.988,42","","1,00%"
"23.03.1998","5.014,13","5.060,34","5.060,34","4.960,67","","-0,62%"
"20.03.1998","5.045,16","4.969,83","5.055,37","4.969,83","","1,92%"
"19.03.1998","4.949,91","4.920,32","4.960,70","4.917,25","","0,84%"
"18.03.1998","4.908,55","4.958,96","4.958,96","4.874,53","","-0,76%"
"17.03.1998","4.945,91","4.929,06","4.956,06","4.929,03","","0,82%"
"16.03.1998","4.905,59","4.852,87","4.918,57","4.847,11","","0,68%"
"13.03.1998","4.872,24","4.861,80","4.914,05","4.835,31","","0,69%"
"12.03.1998","4.838,67","4.845,03","4.854,46","4.810,84","","-0,49%"
"11.03.1998","4.862,41","4.898,16","4.916,88","4.829,35","","0,21%"
"10.03.1998","4.852,22","4.830,17","4.870,55","4.807,84","","0,48%"
"09.03.1998","4.828,89","4.757,70","4.838,70","4.749,56","","1,39%"
"06.03.1998","4.762,71","4.697,02","4.782,10","4.661,62","","1,85%"
"05.03.1998","4.676,42","4.659,79","4.689,16","4.612,14","","-0,30%"
"04.03.1998","4.690,52","4.781,57","4.791,41","4.678,08","","-1,45%"
"03.03.1998","4.759,62","4.779,86","4.783,97","4.745,69","","-0,46%"
"02.03.1998","4.781,62","4.696,48","4.790,31","4.679,86","","1,87%"
"27.02.1998","4.693,86","4.727,73","4.736,09","4.662,28","","-0,04%"
"26.02.1998","4.695,78","4.726,67","4.729,59","4.680,84","","-0,19%"
"25.02.1998","4.704,58","4.601,76","4.707,55","4.601,43","","2,17%"
"24.02.1998","4.604,55","4.601,82","4.629,48","4.569,50","","-0,13%"
"23.02.1998","4.610,66","4.609,34","4.665,19","4.591,60","","0,60%"
"20.02.1998","4.583,03","4.580,36","4.612,18","4.578,39","","0,04%"
"19.02.1998","4.581,08","4.628,94","4.637,51","4.575,84","","-0,66%"
"18.02.1998","4.611,66","4.623,46","4.633,77","4.582,23","","-0,34%"
"17.02.1998","4.627,42","4.551,95","4.632,35","4.548,15","","2,03%"
"16.02.1998","4.535,56","4.520,60","4.535,56","4.504,84","","0,29%"
"13.02.1998","4.522,42","4.523,75","4.528,52","4.485,55","","0,29%"
"12.02.1998","4.509,37","4.561,95","4.602,16","4.504,11","","-0,95%"
"11.02.1998","4.552,46","4.578,42","4.598,06","4.537,65","","-0,14%"
"10.02.1998","4.558,62","4.515,31","4.563,45","4.506,69","","0,86%"
"09.02.1998","4.519,56","4.569,50","4.591,93","4.509,42","","-0,38%"
"06.02.1998","4.536,91","4.513,87","4.546,47","4.494,50","","0,94%"
"05.02.1998","4.494,72","4.508,45","4.581,00","4.486,51","","-0,32%"
"04.02.1998","4.509,25","4.545,18","4.555,05","4.474,27","","-0,44%"
"03.02.1998","4.529,18","4.533,82","4.554,51","4.491,86","","-0,02%"
"02.02.1998","4.529,88","4.481,02","4.549,22","4.480,82","","1,97%"
"30.01.1998","4.442,53","4.455,53","4.458,34","4.421,33","","-0,04%"
"29.01.1998","4.444,53","4.410,26","4.451,26","4.380,40","","1,35%"
"28.01.1998","4.385,29","4.325,08","4.405,36","4.317,02","","1,60%"
"27.01.1998","4.316,05","4.267,34","4.318,64","4.249,61","","1,17%"
"26.01.1998","4.266,34","4.172,13","4.277,55","4.155,84","","1,05%"
"23.01.1998","4.222,16","4.236,65","4.275,74","4.204,97","","-0,39%"
"22.01.1998","4.238,77","4.208,29","4.243,41","4.172,41","","-0,28%"
"21.01.1998","4.250,47","4.328,80","4.332,49","4.248,82","","-1,40%"
"20.01.1998","4.310,83","4.291,31","4.322,00","4.268,95","","0,48%"
"19.01.1998","4.290,05","4.247,09","4.304,29","4.241,70","","1,75%"
"16.01.1998","4.216,24","4.170,00","4.219,13","4.170,00","","1,84%"
"15.01.1998","4.140,22","4.132,64","4.165,28","4.124,15","","-0,13%"
"14.01.1998","4.145,41","4.198,17","4.224,82","4.141,96","","-0,11%"
"13.01.1998","4.150,01","4.179,13","4.209,48","4.142,41","","0,37%"
"12.01.1998","4.134,64","4.145,14","4.145,14","4.069,65","","-2,43%"
"09.01.1998","4.237,75","4.270,92","4.300,42","4.229,65","","-1,30%"
"08.01.1998","4.293,64","4.359,35","4.400,94","4.274,00","","-1,07%"
"07.01.1998","4.339,98","4.356,87","4.395,96","4.326,55","","-0,46%"
"06.01.1998","4.360,05","4.427,30","4.427,33","4.345,82","","-1,29%"
"05.01.1998","4.416,95","4.358,03","4.420,85","4.331,20","","1,21%"
"02.01.1998","4.364,32","4.270,69","4.368,00","4.270,69","","3,31%"
"30.12.1997","4.224,30","4.283,57","4.320,04","4.223,04","","-0,98%"
"29.12.1997","4.266,02","4.142,71","4.266,02","4.142,58","","3,22%"
"23.12.1997","4.132,79","4.141,56","4.146,96","4.104,46","","0,18%"
"22.12.1997","4.125,54","4.074,51","4.137,34","4.035,05","","1,73%"
"19.12.1997","4.055,35","4.115,19","4.131,04","4.051,24","","-2,58%"
"18.12.1997","4.162,92","4.140,84","4.187,68","4.140,84","","0,20%"
"17.12.1997","4.154,57","4.156,24","4.194,78","4.130,01","","0,10%"
"16.12.1997","4.150,31","4.063,30","4.152,18","4.053,80","","3,01%"
"15.12.1997","4.029,08","4.072,85","4.091,67","4.028,73","","-0,81%"
"12.12.1997","4.061,91","4.051,54","4.087,71","4.034,44","","1,13%"
"11.12.1997","4.016,70","4.064,26","4.064,26","4.005,65","","-2,43%"
"10.12.1997","4.116,70","4.174,07","4.180,24","4.104,00","","-1,68%"
"09.12.1997","4.187,13","4.212,94","4.226,48","4.167,36","","-0,50%"
"08.12.1997","4.208,14","4.217,27","4.245,79","4.194,07","","0,39%"
"05.12.1997","4.191,81","4.153,75","4.195,97","4.121,63","","0,77%"
"04.12.1997","4.159,72","4.089,35","4.172,13","4.089,35","","2,09%"
"03.12.1997","4.074,55","4.087,79","4.117,28","4.053,51","","-0,53%"
"02.12.1997","4.096,40","4.140,28","4.143,52","4.073,42","","-0,72%"
"01.12.1997","4.125,92","4.000,04","4.137,93","4.000,04","","3,87%"
"28.11.1997","3.972,08","3.966,02","3.975,14","3.941,47","","0,26%"
"27.11.1997","3.961,97","3.953,39","3.978,88","3.952,15","","0,89%"
"26.11.1997","3.926,93","3.880,22","3.943,26","3.878,10","","1,99%"
"25.11.1997","3.850,14","3.818,20","3.873,70","3.816,99","","0,47%"
"24.11.1997","3.832,10","3.918,98","3.918,98","3.821,93","","-2,79%"
"21.11.1997","3.941,91","3.960,91","3.986,37","3.937,27","","0,26%"
"20.11.1997","3.931,81","3.891,18","3.940,74","3.888,94","","1,42%"
"19.11.1997","3.876,90","3.801,04","3.884,11","3.783,96","","0,85%"
"18.11.1997","3.844,14","3.826,15","3.860,25","3.796,82","","0,72%"
"17.11.1997","3.816,71","3.739,71","3.817,45","3.739,71","","3,81%"
"14.11.1997","3.676,65","3.724,60","3.768,59","3.673,91","","-0,68%"
"13.11.1997","3.701,94","3.699,44","3.726,65","3.679,01","","0,12%"
"12.11.1997","3.697,48","3.700,66","3.710,18","3.645,83","","-1,00%"
"11.11.1997","3.734,79","3.727,86","3.741,29","3.704,87","","0,17%"
"10.11.1997","3.728,37","3.723,25","3.771,91","3.722,28","","0,35%"
"07.11.1997","3.715,38","3.775,83","3.775,83","3.663,80","","-2,58%"
"06.11.1997","3.813,88","3.833,93","3.844,56","3.797,80","","-0,72%"
"05.11.1997","3.841,39","3.806,82","3.876,22","3.806,82","","1,50%"
"04.11.1997","3.784,80","3.869,08","3.869,08","3.776,39","","-1,64%"
"03.11.1997","3.847,73","3.802,73","3.876,97","3.802,30","","2,51%"
"31.10.1997","3.753,66","3.771,51","3.827,50","3.734,20","","0,13%"
"30.10.1997","3.748,88","3.732,87","3.759,36","3.632,86","","-1,52%"
"29.10.1997","3.806,66","3.797,58","3.841,16","3.734,34","","4,42%"
"28.10.1997","3.645,69","3.669,45","3.733,46","3.366,03","","-5,83%"
"27.10.1997","3.871,39","3.935,73","3.935,73","3.846,73","","-2,76%"
"24.10.1997","3.981,44","4.042,07","4.066,27","3.976,99","","0,13%"
"23.10.1997","3.976,38","4.102,24","4.103,90","3.927,18","","-3,60%"
"22.10.1997","4.124,86","4.203,46","4.235,88","4.119,16","","-1,14%"
"21.10.1997","4.172,47","4.088,82","4.178,70","4.085,69","","2,54%"
"20.10.1997","4.069,25","4.046,37","4.072,33","3.980,70","","0,50%"
"17.10.1997","4.049,16","4.098,22","4.103,66","4.030,27","","-2,43%"
"16.10.1997","4.149,92","4.168,23","4.172,06","4.114,06","","-0,45%"
"15.10.1997","4.168,62","4.182,33","4.205,62","4.139,70","","-1,11%"
"14.10.1997","4.215,23","4.247,51","4.247,51","4.171,46","","-0,24%"
"13.10.1997","4.225,27","4.177,33","4.236,74","4.177,33","","1,46%"
"10.10.1997","4.164,62","4.188,66","4.208,78","4.134,37","","-0,37%"
"09.10.1997","4.179,92","4.241,31","4.284,01","4.129,62","","-2,05%"
"08.10.1997","4.267,40","4.343,27","4.363,74","4.244,13","","-1,01%"
"07.10.1997","4.311,13","4.332,02","4.348,96","4.263,97","","-0,35%"
"06.10.1997","4.326,35","4.281,90","4.332,36","4.266,26","","1,41%"
"02.10.1997","4.266,17","4.271,71","4.285,14","4.247,38","","0,07%"
"01.10.1997","4.262,98","4.154,63","4.272,87","4.147,30","","2,60%"
"30.09.1997","4.154,89","4.146,53","4.173,90","4.142,95","","0,93%"
"29.09.1997","4.116,52","4.126,62","4.126,62","4.085,45","","-0,45%"
"26.09.1997","4.135,09","4.082,54","4.137,88","4.041,09","","0,73%"
"25.09.1997","4.104,93","4.130,70","4.163,88","4.102,51","","-1,11%"
"24.09.1997","4.150,95","4.090,17","4.156,26","4.066,78","","1,45%"
"23.09.1997","4.091,77","4.107,68","4.138,74","4.082,64","","-0,12%"
"22.09.1997","4.096,85","4.011,24","4.102,80","4.011,24","","2,86%"
"19.09.1997","3.983,06","4.012,30","4.046,70","3.955,85","","-0,52%"
"18.09.1997","4.004,04","3.974,39","4.010,63","3.946,52","","0,85%"
"17.09.1997","3.970,44","4.026,93","4.040,87","3.968,26","","-0,63%"
"16.09.1997","3.995,69","3.873,76","3.995,96","3.832,03","","3,26%"
"15.09.1997","3.869,53","3.848,63","3.893,28","3.796,94","","1,92%"
"12.09.1997","3.796,61","3.918,59","3.956,98","3.783,05","","-2,41%"
"11.09.1997","3.890,24","3.969,23","3.986,58","3.888,37","","-3,42%"
"10.09.1997","4.028,00","4.101,75","4.126,36","4.014,66","","-1,87%"
"09.09.1997","4.104,57","4.120,04","4.141,16","4.067,16","","-0,65%"
"08.09.1997","4.131,26","4.071,27","4.133,06","4.055,57","","1,41%"
"05.09.1997","4.073,71","4.098,98","4.149,74","4.068,89","","-0,48%"
"04.09.1997","4.093,43","4.048,74","4.098,50","4.027,25","","0,77%"
"03.09.1997","4.062,13","4.166,61","4.196,75","4.054,04","","-1,58%"
"02.09.1997","4.127,28","4.018,53","4.130,61","4.018,53","","3,14%"
"01.09.1997","4.001,81","3.942,51","4.004,12","3.934,09","","2,09%"
"29.08.1997","3.919,79","3.897,60","3.920,36","3.849,89","","0,57%"
"28.08.1997","3.897,43","4.019,55","4.040,39","3.853,13","","-2,37%"
"27.08.1997","3.992,03","3.952,17","4.037,81","3.932,99","","-0,04%"
"26.08.1997","3.993,70","4.050,61","4.108,19","3.910,29","","-2,04%"
"25.08.1997","4.076,75","4.126,97","4.146,24","4.044,08","","-0,33%"
"22.08.1997","4.090,14","4.155,40","4.159,89","4.031,51","","-2,73%"
"21.08.1997","4.204,81","4.277,74","4.279,92","4.191,69","","-1,11%"
"20.08.1997","4.251,93","4.242,17","4.264,25","4.205,96","","1,47%"
"19.08.1997","4.190,45","4.134,47","4.191,23","4.118,46","","2,69%"
"18.08.1997","4.080,55","4.017,40","4.095,27","3.965,31","","0,07%"
"15.08.1997","4.077,59","4.204,93","4.228,23","4.067,64","","-2,81%"
"14.08.1997","4.195,53","4.269,67","4.290,25","4.175,43","","-0,98%"
"13.08.1997","4.237,06","4.316,93","4.338,86","4.211,82","","-3,21%"
"12.08.1997","4.377,51","4.351,83","4.384,33","4.347,33","","1,02%"
"11.08.1997","4.333,15","4.269,36","4.352,15","4.267,74","","-0,21%"
"08.08.1997","4.342,31","4.378,51","4.407,20","4.309,65","","-1,94%"
"07.08.1997","4.428,08","4.383,10","4.460,15","4.373,63","","1,46%"
"06.08.1997","4.364,25","4.318,64","4.371,95","4.300,32","","0,89%"
"05.08.1997","4.325,86","4.330,21","4.371,22","4.290,09","","0,54%"
"04.08.1997","4.302,50","4.354,00","4.375,59","4.279,67","","-0,80%"
"01.08.1997","4.336,98","4.422,17","4.431,95","4.275,68","","-1,56%"
"31.07.1997","4.405,52","4.463,92","4.477,70","4.393,04","","-1,19%"
"30.07.1997","4.458,66","4.399,99","4.462,99","4.399,99","","1,85%"
"29.07.1997","4.377,70","4.395,55","4.409,21","4.347,80","","-0,51%"
"28.07.1997","4.400,30","4.407,50","4.423,74","4.360,47","","0,73%"
"25.07.1997","4.368,54","4.365,03","4.379,91","4.307,44","","1,11%"
"24.07.1997","4.320,52","4.382,60","4.449,33","4.315,36","","-1,47%"
"23.07.1997","4.384,82","4.359,05","4.441,09","4.355,56","","2,03%"
"22.07.1997","4.297,64","4.167,13","4.301,92","4.167,13","","3,81%"
"21.07.1997","4.139,96","4.183,76","4.211,67","4.086,56","","0,19%"
"18.07.1997","4.131,94","4.207,16","4.209,30","4.110,14","","-1,71%"
"17.07.1997","4.203,91","4.250,26","4.272,55","4.182,40","","-0,47%"
"16.07.1997","4.223,69","4.164,61","4.234,87","4.163,32","","2,03%"
"15.07.1997","4.139,68","4.127,55","4.157,20","4.108,84","","-0,06%"
"14.07.1997","4.142,19","4.093,70","4.151,51","4.090,27","","1,67%"
"11.07.1997","4.074,30","4.018,21","4.074,30","4.018,21","","1,84%"
"10.07.1997","4.000,65","4.029,43","4.032,76","3.978,43","","-0,65%"
"09.07.1997","4.026,97","4.050,37","4.067,51","4.008,81","","-0,08%"
"08.07.1997","4.030,10","3.986,65","4.030,54","3.982,10","","0,67%"
"07.07.1997","4.003,35","3.956,31","4.003,83","3.940,01","","1,43%"
"04.07.1997","3.946,73","3.965,37","3.965,61","3.912,88","","0,18%"
"03.07.1997","3.939,73","3.882,48","3.944,34","3.870,57","","1,87%"
"02.07.1997","3.867,53","3.840,32","3.870,81","3.837,04","","0,85%"
"01.07.1997","3.834,84","3.782,71","3.835,84","3.782,59","","1,80%"
"30.06.1997","3.766,89","3.815,27","3.826,14","3.756,65","","-1,13%"
"27.06.1997","3.809,92","3.826,37","3.829,76","3.785,86","","-0,27%"
"26.06.1997","3.820,16","3.799,77","3.836,91","3.798,35","","0,02%"
"25.06.1997","3.819,52","3.782,58","3.820,94","3.771,08","","1,55%"
"24.06.1997","3.761,07","3.712,93","3.775,08","3.709,58","","0,33%"
"23.06.1997","3.748,79","3.773,24","3.775,16","3.739,14","","-1,05%"
"20.06.1997","3.788,54","3.785,40","3.801,35","3.751,61","","0,29%"
"19.06.1997","3.777,56","3.739,86","3.791,31","3.739,86","","1,26%"
"18.06.1997","3.730,56","3.721,29","3.734,04","3.707,78","","0,25%"
"17.06.1997","3.721,18","3.754,50","3.767,06","3.704,47","","-0,77%"
"16.06.1997","3.750,02","3.766,76","3.775,20","3.742,79","","-0,06%"
"13.06.1997","3.752,37","3.754,29","3.762,58","3.732,15","","0,41%"
"12.06.1997","3.737,16","3.694,40","3.739,28","3.688,31","","1,78%"
"11.06.1997","3.671,87","3.675,68","3.686,13","3.662,91","","0,02%"
"10.06.1997","3.671,16","3.678,24","3.681,44","3.644,52","","0,07%"
"09.06.1997","3.668,61","3.717,10","3.734,05","3.662,13","","-0,86%"
"06.06.1997","3.700,53","3.690,12","3.707,73","3.681,22","","0,43%"
"05.06.1997","3.684,60","3.650,56","3.690,85","3.650,53","","0,90%"
"04.06.1997","3.651,59","3.659,46","3.669,56","3.643,98","","-0,11%"
"03.06.1997","3.655,59","3.602,95","3.655,83","3.602,95","","1,65%"
"02.06.1997","3.596,40","3.551,01","3.618,24","3.544,49","","0,95%"
"30.05.1997","3.562,73","3.617,97","3.617,97","3.544,15","","-2,00%"
"29.05.1997","3.635,38","3.635,38","3.635,38","3.635,38","","0,24%"
"28.05.1997","3.626,60","3.680,67","3.696,57","3.623,19","","-1,06%"
"27.05.1997","3.665,43","3.680,35","3.691,56","3.649,55","","-0,11%"
"26.05.1997","3.669,31","3.622,84","3.676,87","3.598,56","","1,31%"
"23.05.1997","3.621,72","3.595,84","3.622,27","3.578,20","","1,29%"
"22.05.1997","3.575,44","3.601,07","3.627,43","3.569,32","","-0,69%"
"21.05.1997","3.600,40","3.541,90","3.608,47","3.541,90","","2,39%"
"20.05.1997","3.516,20","3.558,23","3.561,13","3.509,26","","-1,49%"
"16.05.1997","3.569,26","3.584,81","3.617,86","3.562,58","","0,12%"
"15.05.1997","3.564,85","3.574,57","3.577,30","3.550,62","","-0,66%"
"14.05.1997","3.588,57","3.570,45","3.607,55","3.568,29","","0,82%"
"13.05.1997","3.559,29","3.610,85","3.611,10","3.556,72","","-0,94%"
"12.05.1997","3.593,14","3.554,86","3.593,89","3.543,11","","1,70%"
"09.05.1997","3.533,21","3.532,89","3.565,42","3.530,49","","-0,12%"
"07.05.1997","3.537,45","3.555,86","3.561,08","3.522,11","","-0,31%"
"06.05.1997","3.548,52","3.592,10","3.612,46","3.537,98","","-0,48%"
"05.05.1997","3.565,69","3.510,69","3.566,60","3.507,75","","2,14%"
"02.05.1997","3.491,08","3.453,34","3.504,27","3.448,81","","1,54%"
"30.04.1997","3.438,09","3.448,58","3.452,53","3.416,11","","0,36%"
"29.04.1997","3.425,86","3.382,88","3.435,71","3.378,02","","1,57%"
"28.04.1997","3.372,96","3.374,71","3.379,78","3.360,73","","0,46%"
"25.04.1997","3.357,57","3.381,96","3.392,73","3.351,21","","-1,15%"
"24.04.1997","3.396,49","3.378,68","3.412,00","3.378,68","","0,88%"
"23.04.1997","3.366,87","3.389,74","3.406,87","3.365,19","","0,54%"
"22.04.1997","3.348,90","3.327,71","3.357,75","3.325,75","","0,62%"
"21.04.1997","3.328,41","3.317,25","3.348,50","3.306,15","","-0,98%"
"18.04.1997","3.361,20","3.356,72","3.369,37","3.339,28","","-0,02%"
"17.04.1997","3.361,80","3.344,20","3.389,16","3.344,20","","0,43%"
"16.04.1997","3.347,54","3.389,76","3.389,76","3.328,91","","-0,64%"
"15.04.1997","3.369,26","3.330,38","3.373,03","3.325,64","","2,18%"
"14.04.1997","3.297,52","3.281,74","3.302,94","3.257,70","","-0,65%"
"11.04.1997","3.319,24","3.365,20","3.381,18","3.304,83","","-0,99%"
"10.04.1997","3.352,58","3.353,13","3.358,84","3.333,41","","-0,36%"
"09.04.1997","3.364,76","3.349,01","3.376,90","3.345,53","","1,10%"
"08.04.1997","3.328,13","3.361,48","3.364,46","3.314,21","","-0,44%"
"07.04.1997","3.342,77","3.266,34","3.344,49","3.266,34","","3,32%"
"04.04.1997","3.235,35","3.228,66","3.262,13","3.209,45","","0,70%"
"03.04.1997","3.212,82","3.218,69","3.233,53","3.178,80","","0,06%"
"02.04.1997","3.210,94","3.307,03","3.316,31","3.203,34","","-2,15%"
