"DATE TIME (UTC)","MMSI","LATITUDE","LONGITUDE","COURSE","SPEED","HEADING","NAVSTAT","IMO","NAME","CALLSIGN","AISTYPE","A","B","C","D","DRAUGHT","DESTINATION","ETA"
"2024-01-02 09:00:50",538003950,12.59617,43.32556,136.3,9.3,131,0,9463750,"LAVENDER","V7UH4",70,169,21,17,15,12.8,"ARMED GUARD ON BOARD","01-08 12:00"
"2024-01-02 09:01:59",255915584,12.63389,43.36143,301.5,12.4,302,0,9962940,"BARENTS FIN","CQ2042",70,79,10,5,7,3.8,"EGADA","01-07 05:00"
"2024-01-02 10:35:55",352001815,12.73602,43.26739,154.2,8.4,155,0,9760043,"ANTHEA V","3E2632",70,170,24,24,12,12.7,"LK PTL","01-08 08:00"
"2024-01-02 10:35:57",538005351,12.72408,43.25714,154.8,16.5,154,0,9637507,"CLEAN PLANET","V7CY8",84,226,63,11,35,11.3,"FOR ORDERS","01-17 16:00"
"2024-01-02 10:43:55",248326000,12.73047,43.26828,171.0,8.9,170,0,9452490,"STELIOS B","9HA2318",70,166,30,22,10,12.4,"PIPAVAV IND","01-09 06:00"
"2024-01-02 10:44:17",538010019,12.60803,43.40581,298.7,15.2,298,0,9933547,"ADVANTAGE VICTORY","V7A5476",80,280,56,30,30,21.0,"IQ BSR > EG AIS","01-06 18:00"
"2024-01-02 11:05:50",248326000,12.67838,43.28300,158.0,8.9,157,0,9452490,"STELIOS B","9HA2318",70,166,30,22,10,12.4,"PIPAVAV IND","01-09 06:00"
"2024-01-02 11:06:18",352001815,12.67006,43.29910,154.8,8.6,151,0,9760043,"ANTHEA V","3E2632",70,170,24,24,12,12.7,"LK PTL","01-08 08:00"
"2024-01-02 11:06:31",538005351,12.60711,43.34102,137.0,16.8,135,0,9637507,"CLEAN PLANET","V7CY8",84,226,63,11,35,11.3,"FOR ORDERS","01-17 16:00"
"2024-01-02 11:17:53",538010019,12.71818,43.32033,341.6,15.5,339,0,9933547,"ADVANTAGE VICTORY","V7A5476",80,280,56,30,30,21.0,"IQ BSR > EG AIS","01-06 18:00"
"2024-01-02 12:49:50",538006867,12.73426,43.26596,160.0,9.3,160,0,9670420,"BEN NEVIS","V7SH9",70,151,28,16,14,10.6,"ARMED GUARD ONBOARD","01-26 14:00"
"2024-01-02 12:50:36",677029000,12.72407,43.25374,157.0,6.7,155,8,7712585,"ABU YASSER II","5IM390",90,50,36,8,6,4.0,"BERBERA","01-03 03:00"
"2024-01-02 13:05:29",538006867,12.69704,43.28306,162.5,9.3,160,0,9670420,"BEN NEVIS","V7SH9",70,151,28,16,14,10.6,"ARMED GUARD ONBOARD","01-26 14:00"
"2024-01-02 13:12:07",677029000,12.68749,43.27214,153.0,6.9,151,8,7712585,"ABU YASSER II","5IM390",90,50,36,8,6,4.0,"BERBERA","01-03 03:00"
"2024-01-02 13:34:47",431912000,12.74985,43.25961,155.2,15.8,156,0,9283887,"SAGITTARIUS LEADER","7KNZ",70,24,175,20,12,9.1,"OM SOH","01-06 11:00"
"2024-01-02 14:00:17",677029000,12.60394,43.31845,122.0,7.2,125,8,7712585,"ABU YASSER II","5IM390",90,50,36,8,6,4.0,"BERBERA","01-03 03:00"
"2024-01-02 14:03:05",431912000,12.63448,43.31117,153.4,16.1,153,0,9283887,"SAGITTARIUS LEADER","7KNZ",70,24,175,20,12,9.1,"OM SOH","01-06 11:00"
"2024-01-02 14:14:49",636021789,12.61265,43.40628,301.0,14.8,300,0,9276561,"MINERVA HELEN","5LFR6",80,206,38,19,23,8.2,"SUEZ FOR ORDERS","01-06 10:00"
"2024-01-02 14:17:19",636018366,12.62515,43.36733,313.0,12.1,313,0,9303833,"AMI","D5PJ7",70,256,33,20,25,9.8,"SUEZ EGYPT","01-07 05:00"
"2024-01-02 14:55:43",352002777,12.63732,43.35369,323.5,12.7,331,0,9292838,"PETRONILLA","3E5070",80,170,30,18,14,8.1,"EGSCN","06-01 02:00"
"2024-01-02 15:00:01",636021789,12.76393,43.29935,332.0,15.0,332,0,9276561,"MINERVA HELEN","5LFR6",80,206,38,19,23,8.2,"SUEZ FOR ORDERS","01-06 10:00"
"2024-01-02 15:02:10",636018366,12.75685,43.28945,336.0,12.3,336,0,9303833,"AMI","D5PJ7",70,256,33,20,25,9.8,"SUEZ EGYPT","01-07 05:00"
"2024-01-02 15:12:05",352002777,12.68933,43.32379,332.6,13.1,335,0,9292838,"PETRONILLA","3E5070",80,170,30,18,14,8.1,"EGSCN","06-01 02:00"
"2024-01-02 15:15:02",241032000,12.60757,43.39290,300.0,13.4,302,0,9458688,"MARAN VOYAGER","SVBA9",70,248,44,25,20,18.1,"EG SUZ","01-07 05:00"
"2024-01-02 16:03:49",241032000,12.76158,43.29840,335.0,13.6,336,0,9458688,"MARAN VOYAGER","SVBA9",70,248,44,25,20,18.1,"EG SUZ","01-07 05:00"
"2024-01-02 16:03:51",538008852,12.73330,43.24863,156.0,12.1,155,0,9367683,"KALINKA","V7A2832",84,145,37,20,12,10.2,"DJ_JIB_ARM GUARDS ON","01-03 01:00"
"2024-01-02 16:19:46",352003050,12.74775,43.26593,156.0,15.1,156,0,9233636,"RC OCEAN","3E6599",74,155,43,25,3,9.6,"CN OWNR ARM GD OB","01-08 03:00"
"2024-01-02 16:21:14",477798100,12.74376,43.25111,155.0,11.8,153,0,9930911,"YONG XING","VRUP6",70,185,15,15,17,12.6,"ARMED GUARD ON BOARD","01-19 10:00"
"2024-01-02 16:27:02",354247000,12.67409,43.29304,156.7,10.4,155,0,9401336,"MATSUMAE","3EMF3",70,107,18,8,14,9.0,"ARMED GUARD ONBOARD","01-18 04:00"
"2024-01-02 16:44:32",636021346,12.75464,43.25580,153.4,13.3,152,0,9905344,"OCEANIA","5LDN3",80,228,46,30,20,16.0,"MALAYSIA","01-17 19:12"
"2024-01-02 17:03:13",636021346,12.69215,43.28782,153.2,13.5,152,0,9905344,"OCEANIA","5LDN3",80,228,46,30,20,16.0,"MALAYSIA","01-17 19:12"
"2024-01-02 17:07:09",671402000,12.60893,43.40177,298.3,9.8,298,0,7388231,"ALBARAKA1","5VCH8",70,15,91,8,8,4.9,"JEDDAH","01-05 10:00"
"2024-01-02 17:12:01",477798100,12.59406,43.33316,131.8,12.2,129,0,9930911,"YONG XING","VRUP6",70,185,15,15,17,12.6,"ARMED GUARD ON BOARD","01-19 10:00"
