Ticker,Name,Exchange,Category Name,Country
VAN.DU,ADVANTEST CORP.,DUS,,Germany
OEL.BE,ADM HAMBURG AG O.N.,BER,,Germany
TOTA.MU,TOTAL S.A. SPONS. ADR 1,MUN,Major Integrated Oil & Gas,Germany
H6Q.SG,Himax Technologies Inc. Reg.Sha,STU,,Germany
M0SA.SG,Mazor Robotics Ltd. Reg.Shs (Sp,STU,,Germany
RGRA.BE,"RANDGOLD RES.DL-,05 ADR",BER,,Germany
ADI1.HM,ADECCO GROUP AG NAM. SF 1,HAM,,Germany
49C1.SG,China Digital TV Hldg Co. Ltd.R,STU,,Germany
0TUA.MU,"TUNIU SP.ADR 1 DL-,0001",MUN,,Germany
CVU.SG,CIA CERVECERIAS UNIDAS S.A. Acc,STU,,Germany
NSY.SG,NICE Ltd. Reg.Shares (Spons.ADR,STU,,Germany
4ACA.BE,AGRIA CORP. ADR 1,BER,,Germany
ADL.HM,ADLER REAL ESTATE AG,HAM,,Germany
KL2A.BE,KLABIN S.A. UTS ADR/2,BER,,Germany
PTI.MU,PT TELEK.IND.TBK ADR/100,MUN,,Germany
BCY2.BE,"BARCLAYS PLC ADR/4 LS-,25",BER,,Germany
NOTA.BE,NOVARTIS NAM. ADR 1,BER,Drug Manufacturers - Major,Germany
0JUA.SG,Jumei International Hldg Ltd. R,STU,,Germany
NOTA.MU,NOVARTIS NAM. ADR 1,MUN,Drug Manufacturers - Major,Germany
DBSA.DU,BANCO SANTANDER ADS/1 UTS,DUS,,Germany
ADB.HM,ADOBE SYST. INC.,HAM,,Germany
BTQA.MU,BT Group plc,MUN,,Germany
LYIA.BE,LYNAS CORP. SP. ADR 1,BER,,Germany
0SGA.SG,Sibanye Gold Ltd. Reg. Shares (,STU,,Germany
PWD1.BE,EMPR.DIS.Y COM.N.B ADR/20,BER,,Germany
HAM.HM,"HARMONY GD MNG ADRRC,-50",HAM,,Germany
VQKA.SG,Renesola Ltd. Reg.Shs (Sp.ADRs),STU,,Germany
RTL.MU,"ROSTELECOM ADR/6 RL-,0025",MUN,,Germany
PUG.BE,PARTNER CMNCTS ADR/1 O.N.,BER,,Germany
VODJ.BE,VODAFONE GRP ADR NEW/10,BER,,Germany
A62.DU,Advantag AG,DUS,,Germany
P5Y.SG,BRF S.A. Reg. Shs(Sp.ADRs)/1 o.,STU,,Germany
LLD2.BE,"LLOYDS BKG ADR/4 LS -,25",BER,,Germany
AVH.MU,ADVENTURE GOLD,MUN,,Germany
LGA.SG,LG Display Co. Ltd. Reg. Shs(Sp,STU,,Germany
ADL.HA,ADLER REAL ESTATE AG,HAN,Property Management,Germany
ADD.SG,ADD.SG,STU,Apparel Stores,Germany
RTL.BE,"ROSTELECOM ADR/6 RL-,0025",BER,,Germany
MHSG.DU,MECHEL PAO ADR RL 10 1,DUS,,Germany
SP2.MU,"SHIRE PLC ADR/3 LS-,05",MUN,,Germany
AIRA.SG,Airbus SE Aand.op naam(unsp.ADR,STU,,Germany
ADM.BE,ARCHER DANIELS MIDLAND,BER,Farm Products,Germany
1MOA.MU,"MOMO UNSP.ADR A1 DL-,0001",MUN,,Germany
OMXA.SG,O2Micro International Ltd. Reg.,STU,,Germany
NOAA.MU,"NOKIA OYJ A ADR 1/EO-,06",MUN,Communication Equipment,Germany
ADV.BE,ADVA OPT.NETW.SE O.N.,BER,Communication Equipment,Germany
AIXB.BE,AIXTRON SE ADR REG.-SHS 1,BER,,Germany
TEV.HA,TEVA PHARMACEUT. ADR,HAN,Drugs - Generic,Germany
ADY.BE,"AMEDISYS INC. DL-,001",BER,,Germany
MV9A.MU,AMERICA MOVIL A ADR/20,MUN,,Germany
CTYA.BE,CATHAY PAC.AIRW.HD-20ADR5,BER,,Germany
V39A.BE,CHINA ADV.CON.MATLSGRP,BER,,Germany
NTZ.MU,Natuzzi S.p.A.,MUN,,Germany
GAZ.SG,Gazprom PJSC Nam.Akt.(Sp.ADRs)/,STU,Major Integrated Oil & Gas,Germany
REPA.SG,"Repsol, S.A.",STU,Major Integrated Oil & Gas,Germany
EH3A.BE,AMARIN CORP.ADR NEW LS-50,BER,,Germany
AKUN.BE,AKZO NOBEL SPONS.ADRS 1/3,BER,,Germany
VOW4.MU,VOLKSWAGEN AG ADR 1/5/O.N,MUN,Auto Manufacturers - Major,Germany
ADD.HM,ADLER MODEMAERKTE AG O.N.,HAM,,Germany
ADG.SG,AMG Advanced Metallurgic.Gr.NVR,STU,,Germany
ADT.SG,ADT.SG,STU,,Germany
NVAA.SG,Advanced Inf.Serv.(ADVANC) PCLR,STU,,Germany
A41.BE,"ADDUS HOMECARE CP.DL-,001",BER,,Germany
AKOB.MU,EMBOTELL. ANDINA ADR B/6,MUN,,Germany
AHLA.SG,Alibaba Group Holding Ltd. Reg.,STU,,Germany
VLM1.BE,METSO CORP. ADR 1/4,BER,,Germany
9FSA.BE,GRUMA SAB DE CV B ADR/5,BER,,Germany
GJ3.BE,GAFISA S.A. ADR/2 O.N.,BER,,Germany
HAM.SG,HARMONY GOLD MINING CO. LTD. Re,STU,,Germany
TUL1.SG,Turkcell Iletisim Hizmetl. AS N,STU,,Germany
LGA.BE,LG DISPLAY CO.ADR SW 5000,BER,,Germany
ADM.MU,ARCHER DANIELS MIDLAND,MUN,Farm Products,Germany
BDJ.SG,Bendigo & Adelaide Bank Ltd. Re,STU,,Germany
N1N.DU,adinotec AG,DUS,,Germany
ADD.BE,ADLER MODEMAERKTE AG O.N.,BER,Apparel Stores,Germany
EDG.HM,"GOLD FIELDS ADR/1 RC-,50",HAM,,Germany
SBNC.MU,SBERBANK ADR REGS/4 RL3,MUN,Money Center Banks,Germany
AKB2.SG,Akbank T.A.S. Reg.Shares (ADRs),STU,,Germany
IZZ.SG,TAL Education Group Reg. Shares,STU,,Germany
BAYA.BE,BAYER ADR,BER,Drug Manufacturers - Major,Germany
SONA.BE,SONY CORP. ADR/1O.N.,BER,Electronic Equipment,Germany
SF8.SG,SILICONWARE PRECISION INDS CO.R,STU,,Germany
78IB.MU,KINGTONE WIREL.SOL.H. ADR,MUN,,Germany
SVJA.BE,"SYNGENTA AG ADR 1/5/SF0,1",BER,,Germany
CTMA.SG,China Mobile Ltd. Reg.Shs (Spon,STU,Wireless Communications,Germany
CSX1.SG,Credit Suisse Group AG Nam.-Akt,STU,Money Center Banks,Germany
ADN1.BE,ADESSO AG O.N.,BER,Information Technology Services,Germany
BT6.SG,Bitauto Holdings Ltd. Reg.Shs (,STU,,Germany
GSM.MU,GRUPO SIM. S.A.B. B ADR/3,MUN,,Germany
013A.BE,JD.COM SP.ADR A1 DL-00002,BER,,Germany
FJIA.BE,FUJIFILM HDGS CORP. ADR 1,BER,,Germany
B1C.SG,Baidu Inc. R.Shs A(Sp.ADRs)1/10,STU,Internet Information Providers,Germany
GXEA.BE,GALAPAGOS N.V. ADR 1,BER,,Germany
35V.DU,VEON LTD ADR 1,DUS,,Germany
TSP.MU,TELEFONICA BRASIL PFD ADR,MUN,,Germany
2CDA.BE,CONTR.VUEL.CO. ADR/10 CPO,BER,,Germany
ADN1.HM,ADESSO AG O.N.,HAM,,Germany
2CDA.MU,CONTR.VUEL.CO. ADR/10 CPO,MUN,,Germany
PJX.DU,PETROL.BRAS.PFD ADR/2 O.N,DUS,,Germany
0BR.SG,China New Borun Corp. Reg. Shar,STU,,Germany
BMTA.SG,BRITISH AMERICAN TOBACCO PLC Re,STU,,Germany
MRO.SG,Mosenergo PJSC Reg. Shs (Sp.ADR,STU,,Germany
NAGN.BE,"NATL BK GR.ADR 1/EO-,30",BER,,Germany
0M6A.SG,"MOL Global, Inc.",STU,,Germany
AD5.MU,"ADVISO.BOARD DL-,01",MUN,,Germany
6GAA.SG,Grupo Aval Acciones y Val.SA Re,STU,,Germany
NC2A.DU,"CNOOC LTD. ADR/100 HD-,02",DUS,,Germany
2BZA.MU,BAOZUN SP.ADR A 3 DL-0001,MUN,,Germany
CF5A.BE,CAN-FITE BIOPHARMA ADR 2,BER,,Germany
SGN.SG,SURGUTNEFTEGAZ Reg.Shs (Spons.A,STU,,Germany
CVLB.HA,VALE S.A. ADR 1,HAN,,Germany
0JUA.MU,JUMEI IN.H.ADR A1 DL-0002,MUN,,Germany
BHP.MU,"BHP BILLI.SP.ADR 2/DL-,50",MUN,Industrial Metals & Minerals,Germany
ADF.SG,Evolva Holding AG Namens-Aktien,STU,,Germany
ADD.MU,ADLER MODEMAERKTE AG O.N.,MUN,Apparel Stores,Germany
1VPA.BE,VIPSHOP HLDGS LTD S.ADR/2,BER,,Germany
VQKA.BE,RENESOLA LTD ADR 2 O.N.,BER,,Germany
DNQA.SG,Statoil ASA Navne-Aks. (Sp.ADRs,STU,Major Integrated Oil & Gas,Germany
PTC.SG,PTC.SG,STU,,Germany
TEO.SG,Telecom Argentina S.A. Reg. Shs,STU,,Germany
SGNV.BE,SURGUTNEFT. VZ ADR/10,BER,,Germany
MCNA.BE,NTT DOCOMO INC.ADR,BER,,Germany
ADG.BE,AMG ADVANC.METAL.GR.EO-02,BER,,Germany
EOAA.SG,E.ON SE Namens-Aktien(Sp.ADRs),STU,Diversified Utilities,Germany
RIOA.MU,RIO TINTO PLC LS-10 ADR 1,MUN,Industrial Metals & Minerals,Germany
AD2.MU,AIR CHINA LTD. H YC 1,MUN,,Germany
CIA.BE,CHINA EAS. AIRL.H ADR/50,BER,,Germany
EDA.BE,"EDAP TMS S.A. ADR EO -,13",BER,,Germany
CID.BE,CIA EN.GER.ADR PFD NV 1,BER,,Germany
PJXA.SG,Petroleo Brasileiro S.A. Reg. S,STU,,Germany
MKY.MU,MOBILE TELESYSTEMS ADR/2,MUN,,Germany
H6Q.BE,HIMAX TECH.INC. ADR 1,BER,,Germany
NOAA.DE,Nokia Corporation,GER,Communication Equipment,Germany
NGLD.BE,ANGLO AMERICAN SP.ADR 1/2,BER,,Germany
0C9A.MU,CHEET.M.ADR A10 DL-000025,MUN,,Germany
3PQA.BE,MIX TELEMATICS SP.ADR 25,BER,,Germany
VX8A.MU,VOXELJET AG ADR 1,MUN,,Germany
SIEB.DU,SIEMENS AG SP. ADR 1,DUS,Diversified Machinery,Germany
SONA.SG,SONY CORP. Reg. Shs (Spon.ADRs),STU,Electronic Equipment,Germany
AHOC.BE,"AHOLD, KON. ADR14 EO,-25",BER,,Germany
CNNA.BE,CANON INC. ADR/1 O.N.,BER,,Germany
AD8.SG,Arcos Dorados Holdings Inc. Reg,STU,,Germany
SGNV.SG,SURGUTNEFTEGAZ Reg.Pfd Shs(Sp.A,STU,,Germany
4CSA.SG,China Nepstar Chain Drugs.Ltd.R,STU,,Germany
AMNA.SG,AMBEV S.A. Reg. Shs (Spons. ADR,STU,,Germany
FZKA.SG,The9 Ltd. Reg. Shares (ADRs)/1,STU,,Germany
ADT.MU,"ADT CORP. DL-,01",MUN,,Germany
A7R.MU,SPROTT RESOURCE HLDNG ON,MUN,,Germany
24WC.BE,FERGUSON PLC SPON ADR EACH REPR,BER,,Germany
PUG.SG,PARTNER COMMUNICATIONS CO.LTD.R,STU,,Germany
ENUS.BE,STORA ENSO R ADR 1,BER,,Germany
32ZA.BE,SOUTH32 LTD SP. ADR/5,BER,,Germany
WBCC.SG,WESTPAC BANKING CORP. Reg.Share,STU,,Germany
AHS.BE,ADMIRALTY RES,BER,,Germany
BAV.BE,"BATM ADV. COMMCTNS IS-,01",BER,,Germany
06MA.BE,MATERIALISE SP.ADR 1,BER,,Germany
FMEA.BE,FRESENIUS MD.CARE ADR 1/2,BER,Hospitals,Germany
APM.HM,"AD PEPPER MEDIA EO 0,05",HAM,,Germany
NEH.BE,NETEASE INC. ADR/100,BER,,Germany
CQWA.SG,CIA SIDERURGICA NACIONAL Reg.Sh,STU,,Germany
SNW2.BE,SANOFI SA ADR 1/2/EO 2,BER,Drug Manufacturers - Major,Germany
CLV.SG,Ctrip.com International Ltd. Re,STU,,Germany
HX1A.BE,HEXINDO ADIPERKASA RP 100,BER,,Germany
ADG.MU,AMG ADVANC.METAL.GR.EO-02,MUN,,Germany
ADC.DU,ADCAPITAL AG,DUS,,Germany
S9H.SG,S9H.SG,STU,,Germany
CLV.BE,CTRIP.COM INT. SPO.ADR1/8,BER,,Germany
TEV.MU,TEVA PHARMACEUT. ADR,MUN,Drugs - Generic,Germany
BSBA.BE,"SKY PLC ADR/4 LS-,50",BER,,Germany
L3XB.BE,CENTRAIS EL.BR.EL. ADR 1,BER,,Germany
BRD.SG,Braskem S.A. Reg.Shs PfdStk A(A,STU,,Germany
32E1.BE,32E1.BE,BER,,Germany
0SGA.BE,SIBANYE GOLD SPONS.ADR,BER,,Germany
A7R.BE,SPROTT RESOURCE HLDNG ON,BER,,Germany
UKAA.SG,UKRNAFTA Nam.-Akt. (Sp.ADRs)/6,STU,,Germany
SGN.MU,SURGUTNEFTEGAZ ADR/10,MUN,,Germany
MOHF.BE,"LVMH ADR /2 EO-,30",BER,,Germany
RIOA.BE,RIO TINTO PLC LS-10 ADR 1,BER,Industrial Metals & Minerals,Germany
NTZ.BE,NATUZZI S.P.A. ADR/1 EO 1,BER,,Germany
1LUA.BE,LEJU HOLDINGS LTD ADR 1,BER,,Germany
EVXB.BE,EVXB.BE,BER,,Germany
NNIC.BE,MMC NOR.NICK.PJSC ADR RL1,BER,,Germany
VYO.SG,VINA CONCHA Y TORO S.A. Reg.Shs,STU,,Germany
AD2.SG,Air China Ltd. Registered Share,STU,,Germany
T5Z.SG,Ternium S.A. Reg. Shares (Sp. A,STU,,Germany
B4W.BE,BANCO MACRO S.A. ADR 1,BER,,Germany
TW1.MU,TENARIS S.A. ADR/2DL 1,MUN,,Germany
MGYA.DU,Magyar Telekom Telecommunications Public Limited Company,DUS,,Germany
FSY.BE,FORMULA SYS 1985 ADR,BER,,Germany
2NQA.SG,NQ Mobile Inc. Reg. Shares Cl.A,STU,,Germany
IPH1.SG,Impala Platinum Holdings Ltd. R,STU,,Germany
S9M.SG,Silicon Motion Technology CorpR,STU,,Germany
TW1.SG,Tenaris S.A. Reg. Shares (Sp. A,STU,,Germany
NOVA.BE,NOVO-NORDISK B ADR/1DK 10,BER,Biotechnology,Germany
RY4D.SG,Ryanair Holdings PLC Reg.Shs(Sp,STU,,Germany
AISF.SG,ADVANCED INF.SERV.(ADVANC) PCLR,STU,,Germany
RPH.DU,ANGLO AMER.PLAT.ADR 1/6/,DUS,,Germany
ADF.MU,"EVOLVA HOLDING AG SF-,20",MUN,,Germany
KBIA.BE,KB FINANCIAL ADR SW 5000,BER,,Germany
TSP.BE,TELEFONICA BRASIL PFD ADR,BER,,Germany
DPWA.SG,Deutsche Post AG Namens-Aktien,STU,Air Delivery & Freight Services,Germany
APM.DU,"AD PEPPER MEDIA EO 0,05",DUS,Advertising Agencies,Germany
LDVA.SG,Gemalto N.V. Reg. Shs (Sp.ADRs),STU,,Germany
A62.BE,ADVANTAG AG EO 1,BER,,Germany
AEDA.MU,GRUPO AEROPORTU. B ADR/10,MUN,,Germany
DKA.SG,DUERKOPP ADLER AG Inhaber-Aktie,STU,,Germany
IWQ.MU,51JOB INC. ADR,MUN,,Germany
CQWA.BE,CIA SIDERURGICA ADR 1,BER,,Germany
FZKA.MU,"THE9 LTD.ADR/1 DL-,01",MUN,,Germany
PRU2.BE,"PRUDENTIAL ADR/2 LS-,05",BER,,Germany
A89.SG,"Adocia SAS Actions Port. EO -,1",STU,,Germany
CTMA.DU,CHINA MOBILE LTD. ADR/5,DUS,Wireless Communications,Germany
ADB.MU,ADOBE SYST. INC.,MUN,,Germany
PTI.BE,PT TELEK.IND.TBK ADR/100,BER,,Germany
LD41.MU,"LDK SOL.SHS ADR 1 YC-,10",MUN,,Germany
FTE1.SG,Orange S.A. Act.Nom. (Sp. ADRs),STU,,Germany
VAN.BE,ADVANTEST CORP.,BER,,Germany
UNVA.SG,UNILEVER PLC Reg.Shs(sp.ADRs)/1,STU,,Germany
CVLB.HM,VALE S.A. ADR 1,HAM,,Germany
BSND.BE,DANONE S.A. ADR 1/5/O.N.,BER,,Germany
EDG.MU,"GOLD FIELDS ADR/1 RC-,50",MUN,Gold,Germany
58QA.BE,58.COM ADR CL.A2/DL-00001,BER,,Germany
RGRA.MU,"RANDGOLD RES.DL-,05 ADR",MUN,,Germany
RPH.BE,RPH.BE,BER,,Germany
EPN.MU,ENEL GENERACION CL ADR/30,MUN,,Germany
NSY.BE,NICE LTD. ADR/4 O.N.,BER,,Germany
DAIC.SG,Daimler AG FLR-Med.Term Nts. v.,STU,,Germany
8ESA.BE,ESTACIO PARTIC.SPONS.ADR1,BER,,Germany
49C1.BE,CHINA DIGITAL TV HD.ADR 1,BER,,Germany
NNIC.SG,MMC Norilsk Nickel PJSC Reg.Shs,STU,,Germany
TSLL.SG,Oi S.A. Reg. Shares (Sp.ADRs)/5,STU,,Germany
HOA.BE,KONGZHONG SP.ADR/40,BER,,Germany
SAO.MU,SASOL LTD ADR/1 O.N.,MUN,,Germany
OMXA.MU,O2MICRO I.ADR DL-00002/50,MUN,,Germany
LUK.BE,"LUKOIL SP.ADR RL-,025",BER,,Germany
AVFA.SG,ADV. SEMICOND.ENGINEERING INC.R,STU,,Germany
CQZ.BE,HNA TECH. INV. HLDGS,BER,,Germany
VSJ.MU,ADVANCED VISION T. IS 2,MUN,,Germany
SAPA.MU,SAP SE ADR/1 O.N.,MUN,Technical & System Software,Germany
0US.BE,FANG HOLDINGS ADR A 1,BER,,Germany
W7L.BE,AEROP.DE PARIS SA INH.EO3,BER,,Germany
M8U2.MU,HANWHA Q CELLS CO. ADR/50,MUN,,Germany
1LOA.BE,LOCALIZA RENT A CAR ADR 1,BER,,Germany
ADV.HM,ADVA OPT.NETW.SE O.N.,HAM,,Germany
WO1A.SG,JMU Ltd. Reg.Shs(Sp.ADRs)/18 DL,STU,,Germany
AISF.MU,ADVANCED INFO S.-FGN-BA 1,MUN,,Germany
RIOA.SG,RIO TINTO PLC Reg.Shares(Spons.,STU,Industrial Metals & Minerals,Germany
APM.SG,AD PEPPER MEDIA INTL N.V. Aande,STU,Advertising Agencies,Germany
DLU.BE,ABONNEMENT A DUR. LIBRE,BER,,Germany
CVLB.BE,VALE S.A. ADR 1,BER,,Germany
CTMA.BE,CHINA MOBILE LTD. ADR/5,BER,Wireless Communications,Germany
GRC.MU,GUANGSHEN RAILW. H ADR/50,MUN,,Germany
HAM.MU,"HARMONY GD MNG ADRRC,-50",MUN,,Germany
28MA.BE,CIELO SA SPONS. ADR 1,BER,,Germany
AMD.HM,"ADVANCED MIC.DEV. DL-,01",HAM,,Germany
LUX.MU,"LUXOTTICA ADR/1 EO 0,06",MUN,,Germany
VSJ.DU,ADVANCED VISION T. IS 2,DUS,,Germany
4RL.BE,ADVIDES O.N.,BER,,Germany
CVLB.SG,Vale S.A. Reg. Shs (Spon. ADRs),STU,,Germany
EMY.BE,EMBRAER S.A. ADR/4 O.N.,BER,,Germany
R2RA.MU,RENREN INC.SP.ADR CL.A 3,MUN,,Germany
CD8.SG,CRESUD S.A. COM.IND.FIN.YAGRO.R,STU,,Germany
APM.BE,"AD PEPPER MEDIA EO 0,05",BER,Advertising Agencies,Germany
TNE2.MU,TELEFONICA S.A.EO 1 ADR 1,MUN,Wireless Communications,Germany
GAZ.HM,GAZPROM ADR SP./2 RL 5L 5,HAM,,Germany
SNW2.SG,Sanofi S.A. Act.Nom. (Sp. ADRs),STU,Drug Manufacturers - Major,Germany
1PXA.BE,PHOENIX NEW MEDIA ADR A 1,BER,,Germany
IOY.BE,INFOSYS LTD. ADR/1 IR5,BER,,Germany
GAZ.DE,Public Joint Stock Company Gazprom,GER,Major Integrated Oil & Gas,Germany
TATB.MU,TATA MTRS LTD ADR/5 IR 2,MUN,Auto Manufacturers - Major,Germany
2C2.BE,CHINACACHE INTL HL.ADR/16,BER,,Germany
1EHA.BE,EHI CAR SP.ADR A 2 DL-001,BER,,Germany
NESM.BE,NESTLE NAM. ADR/1 SF 1,BER,Food - Major Diversified,Germany
FTE1.BE,ORANGE S.A. ADR EO 4,BER,,Germany
PJXA.BE,PETROLEO BRASILEIRO ADR/2,BER,,Germany
AKB2.BE,AKBANK T.A.S. ADR/2,BER,,Germany
MHSG.SG,Mechel PAO Reg.Shares (Sp.ADRs),STU,,Germany
AMNA.MU,AMBEV S.A. SP. ADR,MUN,,Germany
PU41.BE,"PUBLICIS GRP ADR 1/4/EO,4",BER,,Germany
CHUA.SG,CHINA PETROLEUM & CHEMI. CORP.R,STU,,Germany
AVX.SG,ADVANCED ENERGY INDS INC. Regis,STU,,Germany
1MOA.BE,"MOMO UNSP.ADR A1 DL-,0001",BER,,Germany
CLV.DU,CTRIP.COM INT. SPO.ADR1/8,DUS,,Germany
PKX.BE,POSCO SP.ADR 1/4/SW 5000,BER,,Germany
ADC.BE,ADCAPITAL AG,BER,,Germany
IPH1.BE,"IMPALA PLAT.ADR/1 RC-,025",BER,,Germany
NC2A.SG,CNOOC LTD. Reg.Shs (Sp.ADRs)/10,STU,,Germany
NEH.SG,NetEase Inc. Reg.Shs(Sp. ADRs)/,STU,,Germany
BHP.BE,"BHP BILLI.SP.ADR 2/DL-,50",BER,Industrial Metals & Minerals,Germany
AENF.BE,"AEGON NV EO 0,12 NY REG.1",BER,,Germany
ADS.SG,adidas AG Namens-Aktien o.N.,STU,Textile - Apparel Footwear & Accessories,Germany
TCLA.SG,TCLA.SG,STU,,Germany
NOHA.BE,"NORSK HYDRO NK ADR 1,098",BER,,Germany
BHP.DU,"BHP BILLI.SP.ADR 2/DL-,50",DUS,Industrial Metals & Minerals,Germany
HX1A.MU,HEXINDO ADIPERKASA RP 100,MUN,,Germany
GUIA.SG,DIAGEO PLC Reg.Shs (Spons.ADRs),STU,,Germany
BAYA.SG,BAYER AG Namens-Aktien (Sp. ADR,STU,Drug Manufacturers - Major,Germany
VOW5.BE,VOLKSWAGEN AG VZ ADR1/5,BER,Auto Manufacturers - Major,Germany
PTI.SG,PT Telekomunikasi Ind. Tbk Reg.,STU,,Germany
SFTU.SG,SoftBank Group Corp. Reg. Shs (,STU,,Germany
NOTA.SG,NOVARTIS AG Nam.-Akt. (Sp.ADRs),STU,Drug Manufacturers - Major,Germany
217A.SG,21Vianet Group Inc. Reg.Shs Cl.,STU,,Germany
NEH.DU,NETEASE INC. ADR/100,DUS,,Germany
CIA.SG,CHINA EASTERN AIRLINES CORP.LTR,STU,,Germany
VYO.BE,VINA CONCHA Y TORO ADR/20,BER,,Germany
B9I1.BE,B9I1.BE,BER,,Germany
FAD1.SG,Advaxis Inc. Registered Shares,STU,,Germany
NEH.MU,NETEASE INC. ADR/100,MUN,,Germany
SCF.MU,GAZPROM NEFT ADR5/RL-0016,MUN,,Germany
0JUA.BE,JUMEI IN.H.ADR A1 DL-0002,BER,,Germany
ADB.DU,ADOBE SYST. INC.,DUS,,Germany
5DQ2.BE,DAQO NEW ENERGY CRP.ADR 5,BER,,Germany
GS7A.SG,GlaxoSmithKline PLC Reg.Shs (Sp,STU,,Germany
06E.BE,E-COM.CN.DANG.CL.A.SP.ADR,BER,,Germany
TSFA.DU,TAIWAN SEMICON.MANU.ADR/5,DUS,,Germany
ADB.SG,ADOBE SYSTEMS INC. Registered S,STU,,Germany
MAS.SG,Melco Resorts & Entmt Ltd. Reg.,STU,,Germany
CIOC.SG,China Aerospace Intl. Ltd. Reg.,STU,,Germany
AEX.SG,Chubb Limited,STU,,Germany
AES.DU,"AES CORP. DL-,01",DUS,,Germany
AENF.DE,AEGON N.V.,GER,,Germany
AEI.DE,Allgeier SE,GER,Information Technology Services,Germany
AEC1.MU,"AMER. EXPRESS DL -,20",MUN,Credit Services,Germany
AEC1.HM,"AMER. EXPRESS DL -,20",HAM,,Germany
AEC1.DE,American Express Company,GER,Credit Services,Germany
AEC1.BE,"AMER. EXPRESS DL -,20",BER,Credit Services,Germany
AE9.SG,Agnico Eagle Mines Ltd. Registe,STU,Gold,Germany
AE9.MU,AGNICO EAGLE MINES LTD.,MUN,Gold,Germany
4AE.BE,"AEGEAN MARINE P.N. DL-,01",BER,,Germany
A44.HM,AENA S.A. EO 10,HAM,,Germany
AE4.DU,"AMEREN CORP. DL-,01",DUS,,Germany
BE1.BE,"B/E AEROSPACE INC. DL-,01",BER,,Germany
R1D.SG,AerCap Holdings N.V. Aandelen o,STU,,Germany
3A1.BE,"AEFFE S.P.A. EO -,25",BER,,Germany
AEI.HM,ALLGEIER SE O.N.,HAM,,Germany
MTX.MU,MTU AERO ENGINES NA O.N.,MUN,Aerospace/Defense - Major Diversified,Germany
CIOC.MU,CHINA AEROSPACE NEW,MUN,,Germany
AGKA.BE,"AEGEK S.A. NAM EO 0,32",BER,,Germany
BE1.MU,"B/E AEROSPACE INC. DL-,01",MUN,,Germany
3A1.MU,"AEFFE S.P.A. EO -,25",MUN,,Germany
1Z7.HM,AERIS P.I.-AERIS PR.I.B-1,HAM,,Germany
118.SG,"Aerogrow International, Inc.",STU,,Germany
A44.DU,AENA S.A. EO 10,DUS,,Germany
AEND.SG,AEGON N.V. Aandelen op naam(dem,STU,,Germany
AEK.BE,"AMERICAN CAPIT.LTD DL-,01",BER,,Germany
AEP.BE,"AMER. EL. PWR DL 6,50",BER,,Germany
AEND.MU,AEGON NV (DEMAT.) EO-12,MUN,,Germany
AEND.HA,AEGON NV (DEMAT.) EO-12,HAN,,Germany
GCY.MU,"AEROJET ROCKETDYNE DL-,10",MUN,,Germany
AEP.SG,AMERICAN ELECTRIC POWER CO.INCR,STU,,Germany
AYB.SG,AEHR TEST SYSTEMS Registered Sh,STU,,Germany
MTX.SG,MTU Aero Engines AG Namens-Akti,STU,Aerospace/Defense - Major Diversified,Germany
4M7A.BE,MAGELLAN AEROSPACE CORP.,BER,,Germany
AEI.SG,Allgeier SE Inhaber-Aktien o.N.,STU,Information Technology Services,Germany
OAE.HM,AERSIS PRIVATE INVESTM.,HAM,,Germany
MTX.HM,MTU AERO ENGINES NA O.N.,HAM,,Germany
AEU.BE,"PRYSMIAN S.P.A. EO 0,10",BER,,Germany
AEI.BE,ALLGEIER SE O.N.,BER,Information Technology Services,Germany
HE8.DU,"AETNA INC. DL-,01",DUS,,Germany
A44.HA,AENA S.A. EO 10,HAN,,Germany
AEP.MU,"AMER. EL. PWR DL 6,50",MUN,,Germany
DW51.BE,"AEMETIS INC. DL-,01",BER,,Germany
AEK.SG,American Capital Ltd. Registere,STU,,Germany
G9N1.BE,GRUPO AEROP.DEL PAC.SAB B,BER,,Germany
AED.MU,GRUPO AEROPORTU. SUR. B,MUN,,Germany
G5L.BE,AEVIS VICTORIA NA SF 5,BER,,Germany
2AE.MU,AECON GRP,MUN,,Germany
3A1.SG,"Aeffe S.p.A. Azioni nom. EO -,2",STU,,Germany
AEC1.SG,AMERICAN EXPRESS CO. Registered,STU,Credit Services,Germany
32A.BE,"AEGEAN AIRLINES EO -,65",BER,,Germany
CIOC.BE,CHINA AEROSPACE NEW,BER,,Germany
AED.SG,Grupo Aerop.del Sureste SAB CVR,STU,,Germany
AE9.DU,AGNICO EAGLE MINES LTD.,DUS,Gold,Germany
AEP.HM,"AMER. EL. PWR DL 6,50",HAM,,Germany
S9Q.BE,SPIRIT AERO.HLDGS A DL-01,BER,,Germany
AEG.BE,"AUFEMININ SA INH. EO -,20",BER,,Germany
3DW.BE,DP WORLD LTD DL 2,BER,,Germany
JUS1.BE,AEON CO.LTD.,BER,,Germany
LLB1.BE,AEDES SIIQ S.P.A.,BER,,Germany
HE8.BE,"AETNA INC. DL-,01",BER,,Germany
AEZ.BE,MERCER INTL INC. DL 1,BER,,Germany
AP1.MU,"ASPEN AEROGELS DL-,00001",MUN,,Germany
AES.BE,"AES CORP. DL-,01",BER,,Germany
